KARMA ENERGY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, -   , -   , 15.37 , 25.36 , 30.14 , 28.56 , 15.32 , 13.97 , 27.47 , 33.50 , 30.41 , 43.48 , 34.15 
Expenses, 1.56 , 1.61 , 4.89 , 8.49 , 10.22 , 12.91 , 10.24 , 8.99 , 16.81 , 25.53 , 25.09 , 29.78 , 28.18 
Operating Profit, (1.56), (1.61), 10.48 , 16.87 , 19.92 , 15.65 , 5.08 , 4.98 , 10.66 , 7.97 , 5.32 , 13.70 , 5.97 
Other Income, 7.33 , 6.04 , 2.25 , 4.47 , 1.70 , 2.69 , 2.72 , 5.58 , 1.15 , 0.31 , 1.97 , -   , -   
Depreciation, 2.68 , 2.68 , 7.61 , 7.93 , 7.82 , 7.74 , 4.90 , 5.00 , 4.98 , 4.98 , 4.90 , 4.90 , 4.90 
Interest, 1.68 , 1.26 , 4.39 , 9.45 , 10.05 , 8.11 , 7.13 , 6.99 , 7.77 , 4.58 , 4.16 , 4.16 , 4.16 
Profit before tax, 1.40 , 0.49 , 0.73 , 3.96 , 3.76 , 2.49 , (4.23), (1.44), (0.93), (1.28), (1.77), 4.64 , (3.09)
Tax, 0.48 , (0.04), (0.07), 1.61 , 1.30 , 0.95 , (1.10), 0.10 , (2.79), (0.16), 0.30 ,0%,0%
Net profit, 0.92 , 0.52 , 0.80 , 2.35 , 2.46 , 1.53 , (3.13), (1.54), 1.85 , (1.12), (2.06), 4.64 , (3.09)
EPS, 0.39 , 0.22 , 0.69 , 2.03 , 2.13 , 1.32 , (2.71), (1.33), 1.60 , (0.97), (1.78), 4.01 , (2.67)
Price to earning,  ,  ,  , 6.72 , 6.08 , 9.95 , (8.46), (13.62), 29.07 , (32.73), -   , 29.07 , -   
Price, -   , -   , -   , 13.67 , 12.94 , 13.15 , 22.89 , 18.13 , 46.48 , 31.68 , 16.20 , 116.56 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,24.68%,47.15%,37.91%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,0.00%,68.18%,66.52%,66.09%,54.80%,33.16%,35.65%,38.81%,23.79%,17.49%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,,11.77%,2.14%,29.80%,21.95%,29.80%,2.14%
,,,,,,OPM,48.29%,46.54%,37.32%,31.51%,17.49%,31.51%,17.49%
,,,,,,Price to Earning, 12.96 , 12.96 , 19.51 , 29.07 , -   , 29.07 , -   
