GIC HOUSING FINANCE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 312.46 , 310.86 , 428.32 , 439.42 , 553.87 , 624.88 , 732.73 , 876.37 ," 1,001.72 "," 1,128.39 "," 1,225.11 "," 1,303.06 "," 1,283.31 "
Expenses, 22.55 , 30.07 , 67.12 , 48.48 , 65.54 , 70.36 , 66.60 , 83.79 , 106.10 , 143.17 , 114.72 , 122.02 , 142.17 
Operating Profit, 289.91 , 280.79 , 361.20 , 390.94 , 488.33 , 554.52 , 666.13 , 792.58 , 895.62 , 985.22 ," 1,110.39 "," 1,181.04 "," 1,141.14 "
Other Income, 0.03 , 0.25 , 0.03 , -   , 0.03 , 0.04 , 0.01 , -   , 0.02 , 0.01 , 1.46 , -   , -   
Depreciation, 0.50 , 0.54 , 0.73 , 0.83 , 2.09 , 2.05 , 3.51 , 0.82 , 0.70 , 0.64 , 0.73 , 0.73 , 0.73 
Interest, 211.51 , 188.62 , 214.83 , 311.25 , 373.23 , 419.25 , 508.93 , 600.65 , 667.84 , 712.76 , 864.59 , 864.59 , 864.59 
Profit before tax, 77.93 , 91.88 , 145.67 , 78.86 , 113.04 , 133.26 , 153.70 , 191.11 , 227.10 , 271.83 , 246.53 , 315.72 , 275.82 
Tax, 20.79 , 24.79 , 31.91 , 19.82 , 28.01 , 35.71 , 50.74 , 66.61 , 79.37 , 87.40 , 62.86 ,25%,25%
Net profit, 57.14 , 67.09 , 113.76 , 59.04 , 85.03 , 97.55 , 102.96 , 124.50 , 147.73 , 184.43 , 183.67 , 235.22 , 205.49 
EPS, 10.61 , 12.46 , 21.12 , 10.96 , 15.79 , 18.11 , 19.12 , 23.12 , 27.43 , 34.25 , 34.11 , 43.68 , 38.16 
Price to earning, 4.04 , 7.22 , 5.40 , 8.17 , 7.03 , 6.31 , 12.21 , 11.00 , 17.39 , 11.77 , 7.75 , 11.98 , 7.75 
Price, 42.88 , 89.96 , 114.07 , 89.60 , 111.03 , 114.26 , 233.45 , 254.35 , 477.09 , 403.00 , 264.50 , 523.23 , 295.93 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,37.70%,36.12%,26.05%,41.07%,31.68%,33.14%,26.17%,21.64%,18.24%,16.07%,,,
OPM,92.78%,90.33%,84.33%,88.97%,88.17%,88.74%,90.91%,90.44%,89.41%,87.31%,90.64%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.34%,14.84%,15.29%,15.48%,12.65%,15.48%,12.65%
,,,,,,OPM,89.02%,89.10%,89.23%,88.92%,90.64%,90.64%,88.92%
,,,,,,Price to Earning, 8.94 , 10.20 , 11.07 , 11.98 , 7.75 , 11.98 , 7.75 
