ASHAPURA INTIMATES FASHION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 14.56 , 24.29 , 50.51 , 100.98 , 129.83 , 165.62 , 177.44 , 184.90 , 309.03 , 343.51 , 343.76 , 428.12 , 381.86 
Expenses, 13.56 , 22.63 , 46.28 , 91.96 , 116.21 , 147.47 , 154.11 , 160.64 , 259.58 , 285.06 , 331.04 , 360.56 , 367.74 
Operating Profit, 1.00 , 1.66 , 4.23 , 9.02 , 13.62 , 18.15 , 23.33 , 24.26 , 49.45 , 58.45 , 12.72 , 67.56 , 14.13 
Other Income, 0.26 , 0.29 , 0.29 , 0.35 , 0.62 , 1.85 , 1.56 , 1.52 , (0.01), 40.70 , 40.11 , -   , -   
Depreciation, 0.22 , 0.31 , 0.31 , 0.47 , 0.87 , 2.50 , 1.42 , 2.25 , 3.50 , 3.07 , 2.87 , 2.87 , 2.87 
Interest, 0.66 , 0.97 , 2.03 , 3.89 , 6.26 , 9.02 , 7.69 , 5.91 , 14.74 , 18.38 , 18.30 , 18.30 , 18.30 
Profit before tax, 0.37 , 0.66 , 2.17 , 5.23 , 7.29 , 8.55 , 15.79 , 18.68 , 31.20 , 77.70 , 31.66 , 46.39 , (7.04)
Tax, 0.13 , 0.24 , 0.77 , 1.82 , 2.55 , 3.14 , 7.13 , 6.30 , 10.06 , 15.51 , 9.95 ,31%,31%
Net profit, 0.25 , 0.42 , 1.40 , 3.41 , 4.73 , 5.41 , 8.67 , 12.38 , 21.14 , 62.19 , 21.72 , 31.81 , (4.83)
EPS, 26.88 , 24.69 , 45.12 , 6.42 , 3.33 , 2.78 , 4.45 , 6.36 , 8.52 , 24.67 , 8.62 , 12.62 , (1.92)
Price to earning,  ,  ,  ,  , 15.10 , 45.62 , 47.53 , 42.04 , 48.22 , 18.99 , 0.84 , 27.52 , 0.84 
Price, -   , -   , -   , -   , 50.25 , 126.78 , 211.70 , 267.36 , 410.89 , 468.39 , 7.20 , 347.34 , (1.60)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,7.92%,15.01%,26.99%,22.49%,0.00%,0.00%,5.07%,,,
OPM,6.87%,6.83%,8.37%,8.93%,10.49%,10.96%,13.15%,13.12%,16.00%,17.02%,3.70%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,42.08%,31.50%,21.48%,24.63%,11.16%,24.63%,11.16%
,,,,,,OPM,13.54%,13.91%,14.71%,15.78%,3.70%,15.78%,3.70%
,,,,,,Price to Earning, 31.19 , 31.19 , 33.87 , 27.52 , 0.84 , 27.52 , 0.84 
