HATSUN AGRO PRODUCT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 6.79 , 6.79 , 7.18 , 10.77 , 10.77 , 10.77 , 10.87 , 10.87 , 15.22 , 15.22 
Reserves, 45.40 , 46.73 , 85.61 , 96.94 , 118.79 , 168.62 , 210.59 , 219.79 , 333.39 , 350.31 
Borrowings, 229.67 , 314.48 , 296.94 , 340.53 , 402.42 , 493.54 , 613.70 , 671.51 , 919.29 ," 1,298.96 "
Other Liabilities, 78.20 , 98.65 , 96.51 , 120.67 , 155.48 , 171.22 , 221.85 , 258.48 , 358.97 , 503.13 
Total, 360.06 , 466.65 , 486.24 , 568.91 , 687.46 , 844.15 ," 1,057.01 "," 1,160.65 "," 1,626.87 "," 2,167.62 "
,,,,,,,,,,
Net Block, 166.42 , 322.14 , 348.67 , 361.19 , 391.76 , 503.67 , 632.24 , 647.23 , 991.37 ," 1,216.61 "
Capital Work in Progress, 128.15 , 33.05 , 10.23 , 8.49 , 44.78 , 106.31 , 23.38 , 32.53 , 90.27 , 259.34 
Investments, 0.14 , -   , -   , -   , 0.68 , 0.80 , 0.80 , 0.26 , 0.25 , 0.13 
Other Assets, 65.35 , 111.46 , 127.34 , 199.23 , 250.24 , 233.37 , 400.59 , 480.63 , 544.98 , 691.54 
Total, 360.06 , 466.65 , 486.24 , 568.91 , 687.46 , 844.15 ," 1,057.01 "," 1,160.65 "," 1,626.87 "," 2,167.62 "
,,,,,,,,,,
Working Capital, (12.85), 12.81 , 30.83 , 78.56 , 94.76 , 62.15 , 178.74 , 222.15 , 186.01 , 188.41 
Debtors, 8.57 , 13.66 , 9.67 , 8.62 , 42.78 , 21.90 , 12.63 , 14.91 , 40.96 , 7.05 
Inventory, 27.89 , 57.06 , 64.32 , 141.22 , 110.70 , 88.56 , 258.53 , 346.77 , 296.53 , 383.73 
,,,,,,,,,,
Debtor Days, 3.09 , 4.37 , 2.60 , 1.96 , 7.21 , 3.21 , 1.57 , 1.58 , 3.56 , 0.60 
Inventory Turnover, 36.32 , 19.99 , 21.08 , 11.35 , 19.56 , 28.16 , 11.35 , 9.93 , 14.16 , 11.17 
,,,,,,,,,,
Return on Equity,23%,5%,20%,25%,34%,46%,18%,26%,39%,25%
Return on Capital Emp,,12%,16%,17%,21%,20%,15%,23%,22%,14%
,,,,,,,,,,
