GOLDEN TOBACCO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (26.19), 22.51 , (36.61), 23.53 , 9.31 , 12.67 , 6.41 , 22.46 , 2.27 , 63.25 
Cash from Investing Activity, 0.74 , (0.72), (1.02), (2.96), (0.32), 0.18 , 0.20 , 0.04 , 0.43 , 7.59 
Cash from Financing Activity, 18.71 , (23.58), 38.60 , (20.70), (10.02), (11.04), (9.08), (22.20), (2.22), (70.11)
Net Cash Flow, (6.74), (1.79), 0.97 , (0.13), (1.03), 1.81 , (2.46), 0.30 , 0.48 , 0.73 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
