BAJAJ FINANCE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 584.06 , 880.23 ," 1,392.73 "," 2,163.48 "," 3,092.46 "," 4,041.60 "," 5,392.24 "," 7,298.50 "," 9,966.35 "," 13,289.63 "," 17,381.12 "," 17,951.23 "," 19,085.37 "
Expenses, 378.46 , 572.55 , 643.68 , 798.59 , 997.72 ," 1,361.90 "," 1,751.71 "," 2,353.44 "," 3,247.66 "," 4,503.71 "," 5,319.57 "," 5,494.05 "," 6,590.20 "
Operating Profit, 205.60 , 307.68 , 749.05 ," 1,364.89 "," 2,094.74 "," 2,679.70 "," 3,640.53 "," 4,945.06 "," 6,718.69 "," 8,785.92 "," 12,061.55 "," 12,457.17 "," 12,495.17 "
Other Income, 15.33 , 35.90 , 13.40 , 8.43 , 17.15 , 32.32 , 25.75 , 34.63 , 22.62 , 39.22 , 56.33 , -   , -   
Depreciation, 5.57 , 7.64 , 9.64 , 11.77 , 19.56 , 29.19 , 35.60 , 56.34 , 71.16 , 101.96 , 137.37 , 137.37 , 137.37 
Interest, 164.35 , 201.67 , 382.94 , 759.33 ," 1,220.73 "," 1,591.67 "," 2,273.74 "," 2,958.78 "," 3,852.63 "," 4,666.82 "," 5,945.22 "," 5,945.22 "," 5,945.22 "
Profit before tax, 51.01 , 134.27 , 369.87 , 602.22 , 871.60 ," 1,091.16 "," 1,356.94 "," 1,964.57 "," 2,817.52 "," 4,056.36 "," 6,035.29 "," 6,374.58 "," 6,412.58 "
Tax, 17.10 , 44.86 , 122.91 , 195.78 , 280.29 , 372.15 , 459.07 , 686.05 , 980.97 ," 1,409.66 "," 2,144.96 ",36%,36%
Net profit, 33.91 , 89.41 , 246.96 , 406.44 , 591.31 , 719.01 , 897.87 ," 1,278.52 "," 1,836.55 "," 2,646.70 "," 3,890.33 "," 4,109.04 "," 4,133.53 "
EPS, 0.75 , 1.98 , 5.46 , 8.54 , 11.41 , 13.83 , 17.26 , 23.73 , 33.40 , 45.79 , 67.09 , 70.86 , 71.28 
Price to earning, 10.99 , 18.27 , 12.63 , 9.86 , 10.34 , 12.93 , 24.90 , 29.63 , 37.32 , 41.60 , 51.41 , 51.41 , 23.62 
Price, 8.24 , 36.10 , 68.93 , 84.23 , 117.93 , 178.73 , 429.94 , 703.10 ," 1,246.44 "," 1,904.91 "," 3,449.00 "," 3,642.90 "," 1,683.98 "
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,21.59%,24.56%,14.83%,12.20%,12.57%,11.07%,10.02%,10.47%,10.72%,8.69%,,,
OPM,35.20%,34.95%,53.78%,63.09%,67.74%,66.30%,67.51%,67.75%,67.41%,66.11%,69.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,41.51%,38.02%,33.86%,35.08%,33.35%,35.08%,33.35%
,,,,,,OPM,65.47%,66.81%,66.94%,66.93%,69.39%,69.39%,65.47%
,,,,,,Price to Earning, 23.62 , 27.25 , 32.96 , 39.99 , 51.41 , 51.41 , 23.62 
