MAHINDRA LIFESPACE DEVELOPERS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 40.81 , 40.81 , 40.84 , 40.84 , 40.84 , 40.85 , 41.01 , 41.03 , 41.05 , 51.33 
Reserves, 846.14 , 907.58 , 987.44 ," 1,079.32 "," 1,148.84 "," 1,096.46 "," 1,282.12 "," 1,430.51 "," 1,451.74 "," 1,754.30 "
Borrowings, -   , -   , 100.00 , 170.00 , 407.23 , 695.66 , 500.00 , 690.89 , 563.77 , 368.05 
Other Liabilities, 116.10 , 185.23 , 196.78 , 217.80 , 250.17 , 344.90 , 416.53 , 436.78 , 377.88 , 336.72 
Total," 1,003.05 "," 1,133.62 "," 1,325.06 "," 1,507.96 "," 1,847.08 "," 2,177.87 "," 2,239.66 "," 2,599.21 "," 2,434.44 "," 2,510.40 "
,,,,,,,,,,
Net Block, 34.82 , 32.37 , 31.92 , 29.07 , 24.75 , 28.57 , 29.80 , 9.41 , 32.33 , 28.32 
Capital Work in Progress, 2.49 , -   , -   , -   , 0.82 , -   , -   , 0.70 , 8.47 , 9.15 
Investments, 361.53 , 409.55 , 362.14 , 448.60 , 431.14 , 750.27 , 573.40 , 799.94 , 803.93 , 850.92 
Other Assets, 604.21 , 691.70 , 931.00 ," 1,030.29 "," 1,390.37 "," 1,399.03 "," 1,636.46 "," 1,789.16 "," 1,589.71 "," 1,622.01 "
Total," 1,003.05 "," 1,133.62 "," 1,325.06 "," 1,507.96 "," 1,847.08 "," 2,177.87 "," 2,239.66 "," 2,599.21 "," 2,434.44 "," 2,510.40 "
,,,,,,,,,,
Working Capital, 488.11 , 506.47 , 734.22 , 812.49 ," 1,140.20 "," 1,054.13 "," 1,219.93 "," 1,352.38 "," 1,211.83 "," 1,285.29 "
Debtors, 37.13 , 98.92 , 148.86 , 88.28 , 24.10 , 26.31 , 15.52 , 50.96 , 59.30 , 118.48 
Inventory, 301.07 , 287.96 , 168.70 , 233.57 , 581.11 , 654.90 , 789.33 ," 1,096.06 ", 879.25 , 738.76 
,,,,,,,,,,
Debtor Days, 81.94 , 112.60 , 114.01 , 68.71 , 25.02 , 31.27 , 9.08 , 37.04 , 31.80 , 91.04 
Inventory Turnover, 0.55 , 1.11 , 2.82 , 2.01 , 0.60 , 0.47 , 0.79 , 0.46 , 0.77 , 0.64 
,,,,,,,,,,
Return on Equity,5%,8%,10%,11%,8%,7%,18%,5%,3%,3%
Return on Capital Emp,,12%,14%,14%,11%,8%,20%,8%,5%,5%
,,,,,,,,,,
