FUTURE CONSUMER LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, (3.10), 25.76 , 13.12 , 55.26 , 309.12 , 342.86 ," 1,082.55 "," 1,338.01 "," 1,644.99 "," 2,429.30 "," 2,989.68 "," 3,587.56 "," (6,829.31)"
Expenses, 6.98 , 4.62 , 14.01 , 32.73 , 350.80 , 405.85 ," 1,124.64 "," 1,347.11 "," 1,617.26 "," 2,374.76 "," 2,887.41 "," 3,464.84 "," (6,747.14)"
Operating Profit, (10.08), 21.14 , (0.89), 22.53 , (41.68), (62.99), (42.09), (9.10), 27.73 , 54.54 , 102.27 , 122.72 , (82.17)
Other Income, 0.08 , -   , -   , (30.94), 48.40 , 119.36 , 10.95 , 28.47 , 34.45 , 48.82 , 40.38 , -   , -   
Depreciation, 0.13 , 0.12 , 0.06 , 0.04 , 15.76 , 25.31 , 32.75 , 15.25 , 17.24 , 25.24 , 34.87 , 34.87 , 34.87 
Interest, -   , -   , -   , -   , 2.01 , 0.64 , 29.87 , 62.88 , 36.99 , 45.50 , 66.05 , 66.05 , 66.05 
Profit before tax, (10.13), 21.02 , (0.95), (8.45), (11.05), 30.41 , (93.75), (58.77), 7.96 , 32.62 , 41.73 , 21.80 , (183.09)
Tax, 1.06 , 4.26 , (0.28), 5.22 , 0.40 , -   , -   , (0.27), 0.18 , 0.28 , (18.80),-45%,-45%
Net profit, (11.19), 16.76 , (0.67), (13.67), (11.45), 30.41 , (93.75), (58.49), 7.78 , 32.35 , 60.53 , 31.62 , (265.57)
EPS, (0.18), 0.17 , (0.00), (0.05), (0.07), 0.19 , (0.57), (0.35), 0.05 , 0.17 , 0.32 , 0.16 , (1.38)
Price to earning,  ,  ,  , (116.75), (93.52), 26.51 , (21.89), (60.66), 708.26 , 344.57 , 141.35 , 398.06 , 141.35 
Price, -   , -   , -   , 6.08 , 6.79 , 5.04 , 12.39 , 21.41 , 33.14 , 58.26 , 44.55 , 65.55 , (195.46)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,82.07%,0.00%,40.77%,0.00%,0.00%,0.00%,0.00%,1.69%,2.25%,3.42%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-309.69%,110.83%,51.03%,30.92%,47.68%,47.68%,-309.69%
,,,,,,OPM,1.74%,1.46%,1.20%,1.52%,3.42%,3.42%,1.20%
,,,,,,Price to Earning, 305.17 , 305.17 , 305.17 , 398.06 , 141.35 , 398.06 , 141.35 
