GE POWER INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 67.02 , 67.02 , 67.02 , 67.23 , 67.23 , 67.23 , 67.23 , 67.23 , 67.23 , 67.23 
Reserves, 341.06 , 429.47 , 520.28 , 626.47 , 734.88 , 863.12 , 911.31 , 758.52 , 763.22 , 763.54 
Borrowings, 1.13 , -   , 0.10 , 0.11 , 0.14 , -   , -   , -   , -   , -   
Other Liabilities," 2,346.75 "," 2,342.98 "," 2,297.12 "," 2,078.73 "," 1,948.63 "," 2,214.92 "," 2,111.46 "," 2,785.24 "," 3,057.93 "," 3,108.48 "
Total," 2,755.96 "," 2,839.47 "," 2,884.52 "," 2,772.54 "," 2,750.88 "," 3,145.27 "," 3,090.00 "," 3,610.99 "," 3,888.38 "," 3,939.25 "
,,,,,,,,,,
Net Block, 259.37 , 341.49 , 353.31 , 373.13 , 444.72 , 444.25 , 396.38 , 374.27 , 350.08 , 271.39 
Capital Work in Progress, 119.33 , 54.07 , 44.74 , 95.49 , 37.35 , 24.14 , 49.97 , 39.31 , 27.94 , 9.04 
Investments, -   , -   , -   , 0.05 , 0.05 , -   , -   , 2.67 , 2.67 , 2.67 
Other Assets," 2,377.26 "," 2,443.91 "," 2,486.47 "," 2,303.87 "," 2,268.76 "," 2,676.88 "," 2,643.65 "," 3,194.74 "," 3,507.69 "," 3,656.15 "
Total," 2,755.96 "," 2,839.47 "," 2,884.52 "," 2,772.54 "," 2,750.88 "," 3,145.27 "," 3,090.00 "," 3,610.99 "," 3,888.38 "," 3,939.25 "
,,,,,,,,,,
Working Capital, 30.51 , 100.93 , 189.35 , 225.14 , 320.13 , 461.96 , 532.19 , 409.50 , 449.76 , 547.67 
Debtors, 626.82 , 615.13 , 681.14 ," 1,029.06 "," 1,097.70 "," 1,118.33 ", 964.66 ," 1,080.95 ", 845.07 , 947.93 
Inventory, 64.26 , 203.35 , 652.33 , 312.45 , 296.90 , 352.58 , 406.83 , 363.59 , 354.44 , 466.08 
,,,,,,,,,,
Debtor Days, 99.90 , 109.91 , 157.93 , 155.32 , 143.82 , 156.68 , 165.75 , 230.65 , 154.73 , 258.60 
Inventory Turnover, 35.64 , 10.05 , 2.41 , 7.74 , 9.38 , 7.39 , 5.22 , 4.70 , 5.62 , 2.87 
,,,,,,,,,,
Return on Equity,33%,34%,29%,24%,23%,25%,18%,-7%,0%,3%
Return on Capital Emp,,55%,47%,39%,38%,40%,29%,-7%,11%,9%
,,,,,,,,,,
