AKZO NOBEL INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 850.30 , 889.50 ," 1,039.70 "," 1,916.80 "," 2,152.10 "," 2,332.50 "," 2,442.40 "," 2,640.10 "," 2,572.50 "," 2,719.30 "," 2,918.35 "," 2,918.35 "," 2,825.66 "
Expenses, 748.90 , 771.90 , 906.60 ," 1,742.20 "," 1,963.60 "," 2,140.60 "," 2,181.00 "," 2,336.60 "," 2,244.00 "," 2,420.20 "," 2,576.05 "," 2,575.77 "," 2,531.32 "
Operating Profit, 101.40 , 117.60 , 133.10 , 174.60 , 188.50 , 191.90 , 261.40 , 303.50 , 328.50 , 299.10 , 342.30 , 342.58 , 294.35 
Other Income, 301.50 , 104.70 , 110.00 , 112.30 , 138.10 , 56.70 , 67.70 , 66.60 , 65.60 , 240.70 , 42.87 , -   , -   
Depreciation, 21.30 , 21.20 , 21.70 , 36.60 , 38.60 , 43.70 , 52.60 , 53.70 , 54.30 , 58.20 , 65.16 , 65.16 , 65.16 
Interest, 2.90 , 1.10 , 1.50 , 3.90 , 8.90 , 1.50 , 1.50 , 2.20 , 3.20 , 3.50 , 4.45 , 4.45 , 4.45 
Profit before tax, 378.70 , 200.00 , 219.90 , 246.40 , 279.10 , 203.40 , 275.00 , 314.20 , 336.60 , 478.10 , 315.56 , 272.97 , 224.74 
Tax, 84.10 , 40.70 , 43.30 , 44.60 , 60.30 , 53.20 , 88.70 , 100.00 , 89.60 , 77.50 , 104.58 ,33%,33%
Net profit, 294.60 , 159.30 , 176.60 , 201.80 , 218.80 , 150.20 , 186.30 , 214.20 , 247.00 , 400.60 , 210.98 , 182.50 , 150.26 
EPS, 77.38 , 43.25 , 47.94 , 54.79 , 46.89 , 32.19 , 39.93 , 45.91 , 52.94 , 85.85 , 46.33 , 40.07 , 32.99 
Price to earning, 5.72 , 13.82 , 17.69 , 15.37 , 21.41 , 27.29 , 35.22 , 28.95 , 36.48 , 22.25 , 37.26 , 37.26 , 23.77 
Price, 442.26 , 597.54 , 848.35 , 841.95 ," 1,003.74 ", 878.52 ," 1,406.38 "," 1,328.78 "," 1,931.24 "," 1,910.37 "," 1,726.10 "," 1,493.11 ", 784.21 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,20.69%,36.96%,37.51%,36.47%,170.75%,233.19%,50.13%,152.61%,41.60%,25.65%,,,
OPM,11.93%,13.22%,12.80%,9.11%,8.76%,8.23%,10.70%,11.50%,12.77%,11.00%,11.73%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.79%,14.72%,4.79%,3.64%,7.32%,7.32%,3.64%
,,,,,,OPM,10.74%,10.42%,10.89%,11.74%,11.73%,11.74%,10.42%
,,,,,,Price to Earning, 23.77 , 28.03 , 31.24 , 31.23 , 37.26 , 37.26 , 23.77 
