FLEXITUFF VENTURES INTERNATIONAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 260.75 , 299.74 , 489.00 , 616.61 , 862.99 , 965.24 ," 1,052.49 "," 1,156.20 "," 1,326.38 "," 1,153.42 "," 1,174.81 "," 1,189.17 "," 1,175.21 "
Expenses, 225.41 , 258.21 , 420.89 , 515.19 , 745.26 , 862.07 , 939.18 ," 1,016.72 "," 1,150.80 ", 999.03 ," 1,043.86 "," 1,035.63 "," 1,044.21 "
Operating Profit, 35.34 , 41.53 , 68.11 , 101.42 , 117.73 , 103.17 , 113.31 , 139.48 , 175.58 , 154.39 , 130.95 , 153.54 , 130.99 
Other Income, 0.51 , 1.29 , 1.28 , 1.74 , 3.48 , (0.61), 11.64 , 18.87 , 8.87 , 31.75 , 26.88 , -   , -   
Depreciation, 5.10 , 11.12 , 13.13 , 15.99 , 21.36 , 26.20 , 45.22 , 64.98 , 68.65 , 74.77 , 70.41 , 70.41 , 70.41 
Interest, 20.68 , 20.29 , 24.49 , 46.33 , 63.03 , 56.35 , 67.66 , 92.06 , 108.22 , 110.46 , 108.98 , 108.98 , 108.98 
Profit before tax, 10.07 , 12.67 , 31.77 , 44.85 , 36.81 , 20.02 , 12.05 , 1.36 , 7.57 , 0.91 , (21.56), (25.85), (48.40)
Tax, 2.11 , 5.16 , 4.33 , 10.49 , 9.18 , 7.25 , (7.71), (2.65), 0.17 , 3.25 , (5.80),0%,0%
Net profit, 7.96 , 7.51 , 27.44 , 34.36 , 27.64 , 12.77 , 19.76 , 4.01 , 7.40 , (2.34), (15.78), (25.85), (48.40)
EPS, 7.04 , 6.52 , 15.94 , 15.81 , 12.03 , 5.13 , 7.94 , 1.61 , 2.97 , (0.94), (6.34), (10.39), (19.45)
Price to earning,  ,  ,  , 17.47 , 18.37 , 44.07 , 29.19 , 123.91 , 64.00 , (66.71), -   , 93.95 , -   
Price, -   , -   , -   , 276.27 , 220.90 , 226.17 , 231.83 , 199.69 , 190.33 , 62.73 , 38.30 , (976.34), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,15.31%,6.27%,6.32%,8.32%,19.50%,12.60%,0.00%,0.00%,0.00%,,,
OPM,13.55%,13.86%,13.93%,16.45%,13.64%,10.69%,10.77%,12.06%,13.24%,13.39%,11.15%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,17.96%,13.04%,5.97%,3.10%,1.85%,3.10%,1.85%
,,,,,,OPM,12.83%,12.69%,12.13%,12.91%,11.15%,12.91%,11.15%
,,,,,,Price to Earning, 49.50 , 49.50 , 65.29 , 93.95 , -   , 93.95 , -   
