ASHOKA BUILDCON LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 45.69 , 45.69 , 52.64 , 52.65 , 52.65 , 78.98 , 79.31 , 93.57 , 93.57 , 93.57 
Reserves, 272.15 , 346.80 , 633.17 , 726.44 , 801.29 , 853.81 , 975.02 ," 1,602.19 "," 1,629.19 "," 1,832.71 "
Borrowings, 325.49 , 326.85 , 349.01 , 312.21 , 273.27 , 223.98 , 444.68 , 433.76 , 200.50 , 159.94 
Other Liabilities, 201.62 , 410.95 , 521.73 , 816.15 , 950.52 ," 1,053.84 "," 1,167.32 ", 940.22 ," 1,526.81 "," 1,840.65 "
Total, 844.95 ," 1,130.29 "," 1,556.55 "," 1,907.45 "," 2,077.73 "," 2,210.61 "," 2,666.33 "," 3,069.74 "," 3,450.07 "," 3,926.87 "
,,,,,,,,,,
Net Block, 233.16 , 232.68 , 262.42 , 271.50 , 220.57 , 202.63 , 166.90 , 151.17 , 168.82 , 217.38 
Capital Work in Progress, 17.94 , 4.28 , 5.41 , 1.29 , 21.03 , 24.10 , 20.22 , 3.63 , 15.84 , 14.98 
Investments, 193.53 , 215.96 , 290.29 , 442.36 , 745.42 , 975.65 ," 1,096.98 "," 1,229.96 "," 1,306.47 "," 1,318.21 "
Other Assets, 400.32 , 677.37 , 998.43 ," 1,192.30 "," 1,090.71 "," 1,008.23 "," 1,382.23 "," 1,684.98 "," 1,958.94 "," 2,376.30 "
Total, 844.95 ," 1,130.29 "," 1,556.55 "," 1,907.45 "," 2,077.73 "," 2,210.61 "," 2,666.33 "," 3,069.74 "," 3,450.07 "," 3,926.87 "
,,,,,,,,,,
Working Capital, 198.70 , 266.42 , 476.70 , 376.15 , 140.19 , (45.61), 214.91 , 744.76 , 432.13 , 535.65 
Debtors, 72.78 , 175.46 , 238.26 , 171.41 , 144.75 , 189.55 , 478.25 , 579.90 , 457.52 , 860.03 
Inventory, 67.00 , 195.46 , 267.05 , 352.68 , 503.92 , 447.08 , 468.54 , 796.29 , 86.60 , 145.91 
,,,,,,,,,,
Debtor Days, 35.79 , 57.37 , 72.72 , 46.76 , 32.26 , 44.45 , 88.76 , 109.23 , 83.23 , 128.32 
Inventory Turnover, 11.08 , 5.71 , 4.48 , 3.79 , 3.25 , 3.48 , 4.20 , 2.43 , 23.17 , 16.77 
,,,,,,,,,,
Return on Equity,15%,19%,12%,13%,12%,11%,13%,8%,10%,12%
Return on Capital Emp,,20%,17%,17%,18%,16%,19%,15%,13%,17%
,,,,,,,,,,
