CREST VENTURES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 5.45 , 13.77 , 8.03 , 12.31 , 11.57 , 32.16 , 101.84 , 24.31 , 20.12 , 72.16 , 30.98 , 258.80 , 68.80 
Expenses, 3.01 , 9.35 , 2.88 , 3.10 , 3.59 , 25.34 , 80.81 , 7.17 , 7.31 , 8.51 , 10.24 , 51.03 , 35.46 
Operating Profit, 2.44 , 4.42 , 5.15 , 9.21 , 7.98 , 6.82 , 21.03 , 17.14 , 12.81 , 63.65 , 20.74 , 207.77 , 33.34 
Other Income, -   , -   , 0.60 , 0.15 , 0.18 , 2.25 , -   , 0.42 , 0.98 , 0.08 , -   , -   , -   
Depreciation, 0.07 , 0.06 , 0.05 , 0.05 , 0.04 , 0.04 , 0.15 , 0.83 , 0.49 , 1.14 , 1.22 , 1.22 , 1.22 
Interest, -   , 0.02 , 3.55 , 5.11 , 6.09 , 8.10 , 6.86 , 8.59 , 9.26 , 8.00 , 8.14 , 8.14 , 8.14 
Profit before tax, 2.37 , 4.34 , 2.15 , 4.20 , 2.04 , 0.93 , 14.01 , 8.13 , 4.03 , 54.60 , 11.38 , 198.41 , 23.98 
Tax, 0.31 , 0.71 , 0.55 , (0.26), (0.01), (0.23), 3.01 , (2.02), 0.71 , 6.16 , 3.44 ,30%,30%
Net profit, 2.06 , 3.63 , 1.60 , 4.46 , 2.04 , 1.16 , 11.00 , 10.15 , 3.32 , 48.44 , 7.94 , 138.43 , 16.73 
EPS, 1.39 , 2.44 , 1.08 , 3.00 , 1.17 , 0.67 , 6.33 , 5.84 , 1.27 , 18.59 , 2.79 , 48.66 , 5.88 
Price to earning, 36.83 , 34.04 , 56.45 , 17.26 , 34.52 , 39.54 , 6.97 , 6.11 , 149.55 , 11.20 , 43.25 , 52.53 , 38.55 
Price, 51.02 , 83.11 , 60.74 , 51.78 , 40.54 , 26.41 , 44.16 , 35.68 , 190.56 , 208.29 , 120.70 ," 2,555.85 ", 226.75 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,108.25%,61.43%,46.25%,16.59%,42.65%,75.00%,7.91%,8.57%,39.16%,2.68%,,,
OPM,44.77%,32.10%,64.13%,74.82%,68.97%,21.21%,20.65%,70.51%,63.67%,88.21%,66.95%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,33.25%,36.84%,44.21%,-10.85%,258.65%,258.65%,-10.85%
,,,,,,OPM,49.93%,50.51%,48.47%,80.28%,66.95%,80.28%,48.47%
,,,,,,Price to Earning, 39.61 , 38.55 , 42.77 , 52.53 , 43.25 , 52.53 , 38.55 
