ASHOKA BUILDCON LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 742.26 ," 1,116.25 "," 1,195.81 "," 1,337.95 "," 1,637.62 "," 1,556.64 "," 1,966.66 "," 1,937.84 "," 2,006.48 "," 2,446.28 "," 3,820.65 "," 3,820.65 "," 2,734.57 "
Expenses, 621.12 , 967.59 ," 1,032.64 "," 1,144.46 "," 1,451.13 "," 1,359.11 "," 1,716.91 "," 1,696.92 "," 1,763.82 "," 2,152.87 "," 3,305.46 "," 3,305.46 "," 2,402.09 "
Operating Profit, 121.14 , 148.66 , 163.17 , 193.49 , 186.49 , 197.53 , 249.75 , 240.92 , 242.66 , 293.41 , 515.19 , 515.19 , 332.48 
Other Income, 13.74 , 20.25 , 20.15 , 28.24 , 58.21 , 32.61 , 58.46 , 95.75 , 71.92 , 97.79 , 68.67 , -   , -   
Depreciation, 33.10 , 35.58 , 30.73 , 35.74 , 49.57 , 43.38 , 55.35 , 67.07 , 50.74 , 53.22 , 76.27 , 76.27 , 76.27 
Interest, 44.92 , 34.17 , 37.84 , 49.03 , 39.68 , 33.44 , 59.02 , 66.62 , 47.43 , 48.53 , 90.70 , 90.70 , 90.70 
Profit before tax, 56.86 , 99.16 , 114.75 , 136.96 , 155.44 , 153.31 , 193.84 , 203.00 , 216.40 , 289.45 , 416.89 , 348.22 , 165.51 
Tax, 9.06 , 23.47 , 30.01 , 32.47 , 53.29 , 49.87 , 51.67 , 64.15 , 40.31 , 52.44 , 130.73 ,31%,31%
Net profit, 47.80 , 75.69 , 84.74 , 104.49 , 102.15 , 103.44 , 142.18 , 138.84 , 176.09 , 237.01 , 286.16 , 239.02 , 113.61 
EPS, 3.32 , 5.25 , 5.37 , 6.62 , 6.47 , 6.55 , 8.96 , 7.42 , 9.41 , 12.66 , 10.19 , 8.51 , 4.05 
Price to earning,  ,  , 11.51 , 6.97 , 6.54 , 9.06 , 13.53 , 13.37 , 14.55 , 14.03 , 14.23 , 14.23 , 11.53 
Price, -   , -   , 61.79 , 46.12 , 42.31 , 59.35 , 121.30 , 99.16 , 136.86 , 177.74 , 145.05 , 121.16 , 46.67 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,20.62%,22.90%,15.62%,20.22%,17.00%,6.32%,,,
OPM,16.32%,13.32%,13.65%,14.46%,11.39%,12.69%,12.70%,12.43%,12.09%,11.99%,13.48%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.17%,10.77%,8.36%,7.55%,56.18%,56.18%,7.55%
,,,,,,OPM,12.78%,12.45%,12.35%,12.16%,13.48%,13.48%,12.16%
,,,,,,Price to Earning, 11.53 , 11.54 , 13.13 , 14.04 , 14.23 , 14.23 , 11.53 
