GP PETROLEUMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 22.00 , 22.00 , 22.00 , 22.00 , 22.00 , 25.49 , 25.49 , 25.49 , 25.49 , 25.49 
Reserves, 95.08 , 88.81 , 104.27 , 104.18 , 102.76 , 97.15 , 104.11 , 111.64 , 158.54 , 170.60 
Borrowings, -   , -   , -   , -   , -   , -   , 40.06 , 117.74 , 80.37 , 122.72 
Other Liabilities, 148.69 , 136.65 , 182.87 , 230.89 , 177.86 , 185.30 , 62.29 , 36.07 , 66.44 , 90.68 
Total, 265.77 , 247.46 , 309.14 , 357.07 , 302.62 , 307.94 , 231.95 , 290.94 , 330.84 , 409.49 
,,,,,,,,,,
Net Block, 28.82 , 34.58 , 35.89 , 35.15 , 32.84 , 30.25 , 41.22 , 46.27 , 76.22 , 74.71 
Capital Work in Progress, 2.36 , 1.14 , -   , 0.08 , -   , -   , -   , -   , -   , -   
Investments, 34.34 , 41.16 , 41.04 , 45.52 , 35.06 , 20.01 , 4.28 , 0.02 , 0.02 , 0.02 
Other Assets, 200.25 , 170.58 , 232.21 , 276.32 , 234.72 , 257.68 , 186.45 , 244.65 , 254.60 , 334.76 
Total, 265.77 , 247.46 , 309.14 , 357.07 , 302.62 , 307.94 , 231.95 , 290.94 , 330.84 , 409.49 
,,,,,,,,,,
Working Capital, 51.56 , 33.93 , 49.34 , 45.43 , 56.86 , 72.38 , 124.16 , 208.58 , 188.16 , 244.08 
Debtors, 86.37 , 76.64 , 105.95 , 131.24 , 92.63 , 112.51 , 85.77 , 130.87 , 128.27 , 140.89 
Inventory, 52.40 , 56.18 , 79.07 , 87.36 , 88.82 , 96.69 , 56.94 , 57.68 , 70.91 , 136.41 
,,,,,,,,,,
Debtor Days, 124.94 , 100.60 , 105.78 , 99.78 , 81.01 , 101.75 , 76.87 , 113.06 , 97.48 , 91.77 
Inventory Turnover, 4.82 , 4.95 , 4.62 , 5.50 , 4.70 , 4.17 , 7.15 , 7.32 , 6.77 , 4.11 
,,,,,,,,,,
Return on Equity,0%,-6%,13%,0%,-1%,1%,4%,10%,11%,8%
Return on Capital Emp,,1%,16%,23%,13%,13%,10%,12%,15%,11%
,,,,,,,,,,
