JAGSONPAL PHARMACEUTICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 17.82 , 0.85 , 4.97 , 7.08 , 12.05 , 7.52 , 4.30 , 9.04 , (3.24), (1.58)
Cash from Investing Activity, (8.48), (2.10), (6.75), (4.94), (3.40), (1.21), (0.46), (2.09), 41.29 , (3.37)
Cash from Financing Activity, (9.74), 1.28 , 3.48 , 0.41 , (8.19), (4.05), (1.42), (6.43), (33.52), (0.60)
Net Cash Flow, (0.40), 0.03 , 1.70 , 2.55 , 0.46 , 2.26 , 2.41 , 0.52 , 4.53 , (5.55)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
