GINNI FILAMENTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 59.26 , 70.65 , 70.65 , 70.65 , 70.65 , 70.65 , 70.65 , 70.65 , 70.65 , 70.65 
Reserves, 18.81 , 30.16 , 48.44 , 4.77 , 22.30 , 58.58 , 66.35 , 70.75 , 105.31 , 108.17 
Borrowings, 390.09 , 386.71 , 427.24 , 397.99 , 390.45 , 350.97 , 323.50 , 286.35 , 269.56 , 293.35 
Other Liabilities, 93.87 , 145.33 , 157.20 , 109.61 , 141.62 , 160.44 , 130.09 , 119.74 , 113.51 , 128.13 
Total, 562.03 , 632.85 , 703.53 , 583.02 , 625.02 , 640.64 , 590.59 , 547.49 , 559.03 , 600.30 
,,,,,,,,,,
Net Block, 358.16 , 333.42 , 310.38 , 297.46 , 282.23 , 275.08 , 256.40 , 243.36 , 229.90 , 250.58 
Capital Work in Progress, 0.17 , 0.74 , 4.37 , 0.04 , 6.07 , 1.50 , 1.99 , 1.06 , 17.91 , 3.71 
Investments, 10.46 , 7.57 , 7.57 , 7.57 , 7.57 , 7.57 , 7.57 , 7.57 , 28.90 , 28.90 
Other Assets, 193.24 , 291.12 , 381.21 , 277.95 , 329.15 , 356.49 , 324.63 , 295.50 , 282.32 , 317.11 
Total, 562.03 , 632.85 , 703.53 , 583.02 , 625.02 , 640.64 , 590.59 , 547.49 , 559.03 , 600.30 
,,,,,,,,,,
Working Capital, 99.37 , 145.79 , 224.01 , 168.34 , 187.53 , 196.05 , 194.54 , 175.76 , 168.81 , 188.98 
Debtors, 41.57 , 52.63 , 58.35 , 52.81 , 77.40 , 80.32 , 97.43 , 78.07 , 66.74 , 87.58 
Inventory, 50.75 , 144.47 , 227.97 , 125.93 , 158.15 , 168.44 , 115.13 , 120.47 , 144.05 , 161.89 
,,,,,,,,,,
Debtor Days, 38.55 , 39.86 , 30.73 , 27.07 , 37.94 , 33.77 , 41.95 , 37.98 , 31.86 , 45.47 
Inventory Turnover, 7.76 , 3.34 , 3.04 , 5.66 , 4.71 , 5.15 , 7.36 , 6.23 , 5.31 , 4.34 
,,,,,,,,,,
Return on Equity,-40%,5%,15%,-58%,19%,28%,6%,3%,9%,1%
Return on Capital Emp,,9%,13%,-4%,15%,18%,12%,10%,14%,7%
,,,,,,,,,,
