20 MICRONS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 136.63 , 175.18 , 234.01 , 261.54 , 275.31 , 288.39 , 311.12 , 332.77 , 356.95 , 384.66 , 420.21 , 420.21 , 413.73 
Expenses, 120.04 , 155.40 , 209.83 , 231.25 , 242.99 , 266.06 , 288.87 , 292.75 , 309.94 , 332.78 , 361.91 , 361.91 , 368.38 
Operating Profit, 16.59 , 19.78 , 24.18 , 30.29 , 32.32 , 22.33 , 22.25 , 40.02 , 47.01 , 51.88 , 58.30 , 58.30 , 45.35 
Other Income, (2.20), 3.21 , 0.98 , 4.29 , (4.50), 8.46 , 6.45 , 4.22 , 2.30 , 1.95 , 2.26 , -   , -   
Depreciation, 4.04 , 4.75 , 5.33 , 6.32 , 7.48 , 10.08 , 9.45 , 9.31 , 8.98 , 9.11 , 9.30 , 9.30 , 9.30 
Interest, 7.88 , 8.04 , 10.62 , 14.09 , 15.55 , 21.69 , 24.92 , 24.18 , 22.74 , 21.39 , 20.88 , 20.88 , 20.88 
Profit before tax, 2.47 , 10.20 , 9.21 , 14.84 , 5.65 , 0.08 , (4.63), 12.16 , 19.33 , 23.79 , 30.38 , 28.12 , 15.17 
Tax, 1.13 , 2.90 , 3.71 , 4.06 , 2.40 , (0.05), (0.56), 2.81 , 6.18 , 7.92 , 11.10 ,37%,37%
Net profit, 1.34 , 7.30 , 5.50 , 10.78 , 3.24 , 0.13 , (4.07), 9.34 , 13.16 , 15.88 , 19.28 , 17.85 , 9.63 
EPS, 0.47 , 2.55 , 1.92 , 3.76 , 1.02 , 0.04 , (1.20), 2.65 , 3.73 , 4.50 , 5.46 , 5.06 , 2.73 
Price to earning, 20.18 , 8.05 , 10.49 , 11.23 , 29.99 , 839.37 , (30.04), 11.95 , 11.36 , 11.18 , 7.63 , 10.53 , 7.63 
Price, 9.52 , 20.51 , 20.13 , 42.24 , 30.69 , 32.27 , 36.15 , 31.64 , 42.36 , 50.32 , 41.70 , 53.26 , 20.83 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,19.59%,39.09%,23.93%,48.77%,0.00%,0.00%,0.00%,0.00%,16.69%,,,
OPM,12.14%,11.29%,10.33%,11.58%,11.74%,7.74%,7.15%,12.03%,13.17%,13.49%,13.87%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.19%,7.36%,6.92%,7.33%,9.24%,9.24%,6.92%
,,,,,,OPM,11.12%,11.13%,10.96%,12.93%,13.87%,13.87%,10.96%
,,,,,,Price to Earning, 96.14 , 131.82 , 176.30 , 10.53 , 7.63 , 10.53 , 7.63 
