AJANTA PHARMA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.80 , 11.80 , 11.80 , 11.80 , 11.80 , 17.67 , 17.68 , 17.69 , 17.69 , 17.69 
Reserves, 140.35 , 164.11 , 203.75 , 260.04 , 344.48 , 518.65 , 768.65 ," 1,114.01 "," 1,486.25 "," 1,913.81 "
Borrowings, 240.22 , 203.29 , 158.28 , 190.31 , 123.46 , 128.94 , 70.86 , 68.08 , -   , -   
Other Liabilities, 65.91 , 86.59 , 107.02 , 156.71 , 196.31 , 214.74 , 230.34 , 219.73 , 256.58 , 381.35 
Total, 458.28 , 465.79 , 480.85 , 618.86 , 676.05 , 880.00 ," 1,087.53 "," 1,419.51 "," 1,760.52 "," 2,312.85 "
,,,,,,,,,,
Net Block, 130.19 , 160.85 , 206.19 , 236.56 , 262.73 , 261.40 , 271.32 , 432.83 , 572.93 ," 1,036.69 "
Capital Work in Progress, 55.17 , 46.99 , 17.22 , 2.52 , 12.49 , 93.55 , 170.20 , 239.80 , 339.26 , 61.33 
Investments, 17.05 , 17.05 , 17.05 , 17.05 , 18.86 , 78.84 , 76.62 , 94.03 , 198.82 , 200.64 
Other Assets, 255.87 , 240.90 , 240.39 , 362.73 , 381.97 , 446.21 , 569.39 , 652.85 , 649.51 ," 1,014.19 "
Total, 458.28 , 465.79 , 480.85 , 618.86 , 676.05 , 880.00 ," 1,087.53 "," 1,419.51 "," 1,760.52 "," 2,312.85 "
,,,,,,,,,,
Working Capital, 189.96 , 154.31 , 133.37 , 206.02 , 185.66 , 231.47 , 339.05 , 433.12 , 392.93 , 632.84 
Debtors, 96.92 , 85.50 , 75.76 , 125.42 , 135.19 , 177.09 , 240.85 , 350.48 , 336.00 , 464.42 
Inventory, 98.98 , 105.16 , 96.12 , 162.35 , 143.51 , 148.77 , 153.05 , 189.78 , 179.28 , 317.37 
,,,,,,,,,,
Debtor Days, 110.81 , 81.74 , 60.49 , 76.40 , 58.80 , 58.24 , 64.82 , 81.29 , 67.97 , 92.87 
Inventory Turnover, 3.23 , 3.63 , 4.76 , 3.69 , 5.85 , 7.46 , 8.86 , 8.29 , 10.06 , 5.75 
,,,,,,,,,,
Return on Equity,14%,16%,22%,24%,28%,41%,39%,37%,33%,22%
Return on Capital Emp,,14%,18%,22%,39%,56%,59%,55%,47%,33%
,,,,,,,,,,
