INDIABULLS VENTURES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 400.27 , 339.48 , 333.10 , 160.60 , 123.78 , 154.32 , 201.68 , 101.45 , 148.19 , 189.17 , 229.43 , 241.48 , 170.84 
Expenses, 376.37 , 209.16 , 217.30 , 131.81 , 66.98 , 39.32 , 37.24 , 35.67 , 47.10 , 70.61 , 124.77 , 84.41 , 97.77 
Operating Profit, 23.90 , 130.32 , 115.80 , 28.79 , 56.80 , 115.00 , 164.44 , 65.78 , 101.09 , 118.56 , 104.66 , 157.08 , 73.07 
Other Income, 0.25 , 3.87 , (3.50), 1.67 , 7.30 , 6.83 , 1.31 , 3.07 , 3.23 , 13.16 , 87.68 , -   , -   
Depreciation, 24.22 , 21.22 , 17.92 , 11.87 , 7.65 , 4.64 , 4.80 , 2.57 , 1.62 , 1.65 , 4.07 , 4.07 , 4.07 
Interest, 19.45 , 19.08 , 39.22 , 27.65 , 7.18 , 14.96 , 26.42 , 40.15 , 43.41 , 59.77 , 60.26 , 60.26 , 60.26 
Profit before tax, (19.52), 93.89 , 55.16 , (9.06), 49.26 , 102.23 , 134.53 , 26.13 , 59.28 , 70.31 , 128.01 , 92.75 , 8.74 
Tax, (6.64), 32.67 , 17.79 , 2.54 , (6.58), 14.97 , 16.26 , 9.26 , 12.18 , 18.19 , 22.56 ,18%,18%
Net profit, (12.88), 61.22 , 37.37 , (11.60), 55.84 , 87.26 , 118.26 , 16.87 , 47.09 , 52.12 , 105.45 , 76.40 , 7.20 
EPS, (0.51), 2.66 , 1.62 , (0.50), 2.42 , 3.78 , 4.53 , 0.58 , 1.47 , 0.99 , 1.74 , 1.26 , 0.12 
Price to earning, (52.97), 11.56 , 10.80 , (16.90), 4.20 , 5.55 , 8.46 , 27.38 , 60.84 , 354.64 , 174.49 , 174.49 , 73.10 
Price, 26.92 , 30.79 , 17.46 , 8.48 , 10.15 , 20.97 , 38.29 , 15.77 , 89.47 , 351.85 , 304.15 , 220.36 , 8.70 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,75.12%,61.84%,0.00%,124.16%,105.94%,66.26%,520.81%,68.00%,0.00%,,,
OPM,5.97%,38.39%,34.76%,17.93%,45.89%,74.52%,81.54%,64.84%,68.22%,62.67%,45.62%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-7.99%,-7.76%,8.85%,-2.11%,27.65%,27.65%,-7.99%
,,,,,,OPM,42.77%,60.27%,71.07%,65.05%,45.62%,65.05%,42.77%
,,,,,,Price to Earning, 73.10 , 90.80 , 105.23 , 154.34 , 174.49 , 174.49 , 73.10 
