GARWARE TECHNICAL FIBRES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 419.30 , 425.64 , 476.84 , 561.33 , 599.37 , 684.56 , 782.23 , 824.82 , 845.87 , 884.61 , 963.07 , 963.07 , 924.92 
Expenses, 381.44 , 382.05 , 427.45 , 506.04 , 542.49 , 623.54 , 702.92 , 721.62 , 710.21 , 724.12 , 776.44 , 776.44 , 813.62 
Operating Profit, 37.86 , 43.59 , 49.39 , 55.29 , 56.88 , 61.02 , 79.31 , 103.20 , 135.66 , 160.49 , 186.63 , 186.63 , 111.29 
Other Income, 2.76 , 2.75 , 1.68 , 3.33 , 5.75 , 3.96 , 3.73 , 5.69 , 8.19 , 17.85 , 14.56 , -   , -   
Depreciation, 12.30 , 12.92 , 14.84 , 16.02 , 16.32 , 14.39 , 12.39 , 13.10 , 14.16 , 15.35 , 16.69 , 16.69 , 16.69 
Interest, 12.93 , 10.74 , 8.92 , 13.18 , 14.48 , 12.83 , 10.25 , 8.73 , 6.54 , 9.98 , 12.29 , 12.29 , 12.29 
Profit before tax, 18.84 , 26.00 , 31.18 , 32.00 , 33.34 , 39.00 , 60.41 , 87.05 , 123.16 , 153.01 , 172.21 , 157.65 , 82.31 
Tax, 2.64 , 6.62 , 6.75 , 7.99 , 8.66 , 12.33 , 17.36 , 25.17 , 38.86 , 47.89 , 53.86 ,31%,31%
Net profit, 16.20 , 19.38 , 24.43 , 24.01 , 24.67 , 26.66 , 43.05 , 61.88 , 84.30 , 105.12 , 118.35 , 108.34 , 56.57 
EPS, 6.83 , 8.17 , 10.30 , 10.13 , 10.41 , 12.13 , 19.67 , 28.28 , 38.52 , 48.04 , 54.09 , 49.51 , 25.85 
Price to earning, 6.09 , 8.28 , 6.29 , 4.87 , 4.15 , 5.56 , 9.70 , 12.35 , 18.88 , 19.70 , 20.92 , 20.92 , 10.62 
Price, 41.61 , 67.68 , 64.77 , 49.35 , 43.22 , 67.45 , 190.76 , 349.26 , 727.19 , 946.24 ," 1,131.40 "," 1,035.74 ", 274.45 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,36.60%,30.60%,24.27%,24.70%,24.04%,22.24%,15.24%,11.67%,12.98%,9.37%,,,
OPM,9.03%,10.24%,10.36%,9.85%,9.49%,8.91%,10.14%,12.51%,16.04%,18.14%,19.38%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.65%,9.23%,8.10%,4.19%,8.87%,8.87%,4.19%
,,,,,,OPM,12.03%,12.58%,13.42%,15.63%,19.38%,19.38%,12.03%
,,,,,,Price to Earning, 10.62 , 12.02 , 14.52 , 17.96 , 20.92 , 20.92 , 10.62 
