GUJARAT APOLLO INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 162.14 , 196.21 , 192.10 , 217.79 , 205.35 , 45.43 , 67.46 , 77.90 , 67.55 , 68.39 , 24.32 , 69.24 , 63.59 
Expenses, 133.44 , 159.41 , 158.76 , 186.34 , 175.12 , 55.91 , 73.35 , 82.56 , 83.76 , 76.46 , 31.75 , 69.24 , 63.59 
Operating Profit, 28.70 , 36.80 , 33.34 , 31.45 , 30.23 , (10.48), (5.89), (4.66), (16.21), (8.07), (7.43), -   , -   
Other Income, 2.79 , 3.12 , 4.63 , 4.80 , 9.24 , 149.21 , 19.28 , 12.77 , 32.28 , 28.39 , 14.46 , -   , -   
Depreciation, 1.83 , 2.14 , 2.95 , 3.49 , 3.88 , 1.47 , 2.40 , 2.20 , 2.37 , 2.40 , 2.38 , 2.38 , 2.38 
Interest, 2.18 , 1.83 , 4.27 , 4.66 , 5.46 , 3.81 , 10.65 , 9.97 , 5.91 , 1.51 , 1.24 , 1.24 , 1.24 
Profit before tax, 32.36 , 41.42 , 30.75 , 28.10 , 30.14 , 133.45 , 0.35 , (4.08), 7.80 , 16.40 , 3.41 , (3.62), (3.62)
Tax, 10.74 , 14.49 , 11.65 , 9.85 , 8.43 , (2.51), 2.93 , (0.42), (2.27), 6.03 , (0.01),0%,0%
Net profit, 21.62 , 26.93 , 19.10 , 18.25 , 21.71 , 135.97 , (2.58), (3.67), 10.07 , 10.37 , 3.43 , (3.63), (3.63)
EPS, 13.49 , 16.25 , 11.52 , 11.01 , 13.10 , 85.30 , (1.70), (2.69), 7.37 , 8.19 , 2.71 , (2.87), (2.87)
Price to earning, 5.11 , 13.87 , 12.82 , 11.95 , 7.87 , 1.32 , (78.21), (45.41), 22.20 , 25.67 , 52.31 , 52.31 , 17.01 
Price, 68.96 , 225.33 , 147.79 , 131.53 , 103.13 , 112.67 , 133.14 , 122.00 , 163.65 , 210.25 , 141.70 , (149.99), (48.78)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,14.57%,15.37%,43.40%,22.68%,76.37%,2.93%,0.00%,0.00%,33.96%,36.64%,,,
OPM,17.70%,18.76%,17.36%,14.44%,14.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-9.15%,-13.72%,-19.74%,0.46%,1.24%,1.24%,-19.74%
,,,,,,OPM,12.34%,8.23%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 17.01 , 20.22 , 25.38 , 33.39 , 52.31 , 52.31 , 17.01 
