GOLDEN TOBACCO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.59 , 17.59 , 17.59 , 17.59 , 17.59 , 17.59 , 17.59 , 17.59 , 17.59 , 17.59 
Reserves, 91.59 , 37.23 , 2.21 , (27.13), (70.78), (92.87), (127.74), (164.31), (184.13), (194.07)
Borrowings, 107.64 , 97.71 , 152.10 , 146.61 , 145.07 , 73.34 , 59.77 , 48.90 , 47.40 , 24.28 
Other Liabilities, 75.71 , 140.42 , 200.91 , 213.49 , 260.43 , 362.31 , 394.29 , 413.36 , 446.01 , 435.71 
Total, 292.53 , 292.95 , 372.81 , 350.56 , 352.31 , 360.37 , 343.91 , 315.54 , 326.87 , 283.51 
,,,,,,,,,,
Net Block, 65.76 , 25.94 , 24.37 , 26.30 , 25.42 , 24.39 , 19.05 , 18.26 , 17.40 , 15.11 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.20 
Investments, 8.64 , 8.64 , 8.64 , 8.64 , 8.64 , 8.64 , 8.64 , 8.64 , 14.03 , 13.69 
Other Assets, 218.13 , 258.37 , 339.80 , 315.62 , 318.25 , 327.34 , 316.22 , 288.64 , 295.44 , 254.51 
Total, 292.53 , 292.95 , 372.81 , 350.56 , 352.31 , 360.37 , 343.91 , 315.54 , 326.87 , 283.51 
,,,,,,,,,,
Working Capital, 142.42 , 117.95 , 138.89 , 102.13 , 57.82 , (34.97), (78.07), (124.72), (150.57), (181.20)
Debtors, 13.51 , 10.43 , 16.65 , 14.35 , 9.61 , 9.81 , 6.99 , 8.92 , 8.68 , 9.62 
Inventory, 95.69 , 100.36 , 100.63 , 78.19 , 82.57 , 80.58 , 77.45 , 66.05 , 64.07 , 30.06 
,,,,,,,,,,
Debtor Days, 58.36 , 44.03 , 63.25 , 73.42 , 50.91 , 50.94 , 49.45 , 72.79 , 85.72 , 44.10 
Inventory Turnover, 0.88 , 0.86 , 0.95 , 0.91 , 0.83 , 0.87 , 0.67 , 0.68 , 0.58 , 2.65 
,,,,,,,,,,
Return on Equity,0%,-21%,-171%,,,,,,,
Return on Capital Emp,,1%,-10%,-4%,-18%,8%,,,,
,,,,,,,,,,
