KOTHARI SUGARS & CHEMICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 253.37 , 340.38 , 270.56 , 321.92 , 433.02 , 323.44 , 339.96 , 246.58 , 316.76 , 286.93 , 332.22 , 332.22 , 260.68 
Expenses, 246.72 , 309.05 , 246.91 , 288.03 , 399.00 , 302.10 , 330.59 , 228.76 , 280.45 , 259.08 , 302.29 , 300.19 , 241.27 
Operating Profit, 6.65 , 31.33 , 23.65 , 33.89 , 34.02 , 21.34 , 9.37 , 17.82 , 36.31 , 27.85 , 29.93 , 32.03 , 19.41 
Other Income, 13.41 , 7.31 , 9.30 , 3.15 , 7.89 , 9.30 , 11.34 , 6.68 , (1.00), (4.82), 12.70 , -   , -   
Depreciation, 12.98 , 13.57 , 13.79 , 13.15 , 16.89 , 16.10 , 15.98 , 14.64 , 14.63 , 13.86 , 12.81 , 12.81 , 12.81 
Interest, 5.94 , 5.74 , 6.71 , 5.10 , 5.86 , 9.96 , 5.08 , 7.09 , 8.11 , 6.50 , 7.03 , 7.03 , 7.03 
Profit before tax, 1.14 , 19.33 , 12.45 , 18.79 , 19.16 , 4.59 , (0.35), 2.76 , 12.57 , 2.67 , 22.79 , 12.19 , (0.43)
Tax, 0.30 , 7.94 , 4.88 , 10.38 , 10.54 , 1.80 , 4.20 , 1.59 , 2.09 , 2.19 , 10.11 ,44%,44%
Net profit, 0.84 , 11.39 , 7.57 , 8.41 , 8.61 , 2.79 , (4.54), 1.18 , 10.48 , 0.48 , 12.68 , 6.78 , (0.24)
EPS, 0.10 , 1.37 , 0.91 , 1.01 , 1.04 , 0.34 , (0.55), 0.14 , 1.26 , 0.06 , 1.53 , 0.82 , (0.03)
Price to earning, 62.51 , 5.83 , 7.52 , 6.01 , 9.08 , 25.14 , (12.09), 99.99 , 11.14 , 220.01 , 7.62 , 84.69 , 7.62 
Price, 6.34 , 8.01 , 6.87 , 6.10 , 9.43 , 8.46 , 6.62 , 14.23 , 14.08 , 12.74 , 11.65 , 69.30 , (0.22)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,148.39%,0.00%,0.00%,395.52%,0.00%,,,
OPM,2.62%,9.20%,8.74%,10.53%,7.86%,6.60%,2.76%,7.23%,11.46%,9.71%,9.01%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,1.39%,0.84%,-7.90%,-5.50%,15.78%,15.78%,-7.90%
,,,,,,OPM,7.73%,7.96%,7.44%,9.64%,9.01%,9.64%,7.44%
,,,,,,Price to Earning, 45.48 , 54.14 , 72.78 , 84.69 , 7.62 , 84.69 , 7.62 
