FCS SOFTWARE SOLUTIONS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 91.34 , 95.40 , 116.00 , 98.03 , 57.46 , 83.08 , 54.85 , 26.46 , 22.26 , 29.05 , 36.21 , 37.91 , 22.14 
Expenses, 48.95 , 60.29 , 108.59 , 96.95 , 56.02 , 86.11 , 53.50 , 31.51 , 29.40 , 32.06 , 34.81 , 36.45 , 22.14 
Operating Profit, 42.39 , 35.11 , 7.41 , 1.08 , 1.44 , (3.03), 1.35 , (5.05), (7.14), (3.01), 1.40 , 1.47 , -   
Other Income, 0.79 , 1.71 , 4.08 , 3.92 , 4.58 , 4.95 , 6.40 , 9.69 , 10.21 , 8.50 , (0.39), -   , -   
Depreciation, 14.96 , 13.01 , 8.61 , 6.24 , 4.68 , 4.66 , 5.49 , 3.44 , 3.91 , 1.04 , 2.25 , 2.25 , 2.25 
Interest, 1.12 , 0.97 , 0.63 , 0.60 , 1.17 , 1.17 , 0.95 , 0.54 , 0.66 , 0.38 , 0.79 , 0.79 , 0.79 
Profit before tax, 27.10 , 22.84 , 2.25 , (1.84), 0.17 , (3.89), 1.32 , 0.66 , (1.50), 4.07 , (2.03), (1.57), (3.04)
Tax, 1.22 , 0.68 , 1.41 , (0.55), (0.52), (0.07), 0.46 , 0.25 , 0.39 , 1.05 , (0.53),0%,0%
Net profit, 25.88 , 22.16 , 0.84 , (1.29), 0.69 , (3.82), 0.86 , 0.42 , (1.88), 3.02 , (1.49), (1.57), (3.04)
EPS, 0.63 , 0.42 , 0.01 , (0.01), 0.01 , (0.02), 0.01 , 0.00 , (0.01), 0.02 , (0.01), (0.01), (0.02)
Price to earning, 2.07 , 12.48 , 142.50 , (32.36), 40.60 , (17.58), 51.86 , 141.31 , (23.88), 19.54 , -   , 80.43 , -   
Price, 1.31 , 5.22 , 1.16 , 0.41 , 0.22 , 0.40 , 0.27 , 0.36 , 0.26 , 0.35 , 0.20 , (0.74), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,2.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,46.41%,36.80%,6.39%,1.10%,2.51%,0.00%,2.46%,0.00%,0.00%,0.00%,3.87%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-11.95%,-17.95%,-12.75%,-19.09%,30.50%,30.50%,-19.09%
,,,,,,OPM,13.17%,1.04%,0.63%,0.00%,3.87%,3.87%,0.00%
,,,,,,Price to Earning, 58.62 , 63.33 , 70.91 , 80.43 , -   , 80.43 , -   
