CAMBRIDGE TECHNOLOGY ENTERPRISES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 48.05 , 32.78 , 32.76 , 30.79 , 21.80 , 20.22 , 25.90 , 29.45 , 38.66 , 63.05 , 52.94 , 102.83 , 64.67 
Expenses, 37.20 , 23.35 , 20.42 , 22.41 , 42.40 , 17.59 , 22.74 , 24.64 , 33.81 , 57.87 , 47.75 , 91.19 , 58.33 
Operating Profit, 10.85 , 9.43 , 12.34 , 8.38 , (20.60), 2.63 , 3.16 , 4.81 , 4.85 , 5.18 , 5.19 , 11.63 , 6.34 
Other Income, 0.31 , 3.31 , 0.66 , (0.36), (27.12), 0.63 , 1.01 , 1.44 , 3.57 , 0.54 , 0.37 , -   , -   
Depreciation, 4.59 , 10.22 , 9.67 , 8.31 , 0.48 , 0.69 , 3.09 , 3.10 , 0.96 , 0.86 , 0.35 , 0.35 , 0.35 
Interest, 1.67 , 1.79 , 1.09 , 0.62 , 0.19 , 0.02 , -   , 0.03 , 0.14 , 0.32 , 0.38 , 0.38 , 0.38 
Profit before tax, 4.90 , 0.73 , 2.24 , (0.90), (48.38), 2.55 , 1.08 , 3.13 , 7.31 , 4.54 , 4.83 , 10.90 , 5.61 
Tax, 0.29 , 0.63 , 0.39 , (1.06), 0.29 , 0.77 , (0.20), (2.46), 2.76 , 1.08 , 0.84 ,17%,17%
Net profit, 4.61 , 0.10 , 1.85 , 0.16 , (48.66), 1.79 , 1.29 , 5.58 , 4.55 , 3.45 , 4.01 , 9.01 , 4.63 
EPS, 2.91 , 0.06 , 0.94 , 0.08 , (24.79), 0.91 , 0.66 , 2.84 , 2.32 , 1.76 , 2.04 , 4.59 , 2.36 
Price to earning, 5.60 , 367.49 , 16.52 , 98.36 , (0.21), 4.20 , 33.00 , 37.88 , 39.75 , 37.22 , 26.12 , 35.24 , 26.12 
Price, 16.31 , 23.22 , 15.56 , 8.02 , 5.19 , 3.83 , 21.68 , 107.66 , 92.12 , 65.41 , 53.35 , 161.70 , 61.66 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,22.58%,28.77%,37.67%,27.22%,0.00%,13.01%,12.20%,16.33%,12.55%,8.22%,9.80%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,3.06%,9.80%,23.66%,34.52%,63.09%,63.09%,3.06%
,,,,,,OPM,17.94%,12.62%,11.64%,11.31%,9.80%,11.31%,9.80%
,,,,,,Price to Earning, 66.61 , 39.50 , 29.69 , 35.24 , 26.12 , 35.24 , 26.12 
