KHANDWALA SECURITIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 12.28 , 7.81 , 5.77 , 3.87 , 3.68 , 4.21 , 4.92 , 3.42 , 4.14 , 3.81 , 3.36 , 3.51 , 3.40 
Expenses, 8.54 , 8.76 , 7.61 , 5.79 , 4.10 , 3.88 , 3.76 , 3.59 , 4.90 , 4.04 , 5.43 , 3.51 , 3.40 
Operating Profit, 3.74 , (0.95), (1.84), (1.92), (0.42), 0.33 , 1.16 , (0.17), (0.76), (0.23), (2.07), -   , -   
Other Income, 0.03 , 0.32 , 3.16 , 2.12 , 0.72 , 0.17 , 0.15 , 0.07 , 0.82 , 0.03 , 2.74 , -   , -   
Depreciation, 0.44 , 0.46 , 0.45 , 0.40 , 0.33 , 0.29 , 0.61 , 0.29 , 0.30 , 0.29 , 0.28 , 0.28 , 0.28 
Interest, 0.67 , 0.66 , 0.44 , 0.40 , 0.33 , 0.50 , 0.53 , 0.32 , 0.35 , 0.28 , 0.24 , 0.24 , 0.24 
Profit before tax, 2.66 , (1.75), 0.43 , (0.59), (0.36), (0.28), 0.18 , (0.72), (0.60), (0.76), 0.15 , (0.52), (0.52)
Tax, 0.40 , -   , -   , (0.04), (0.01), (0.01), (0.07), (0.01), 0.01 , (0.01), (0.05),-33%,-33%
Net profit, 2.26 , (1.75), 0.43 , (0.55), (0.35), (0.28), 0.25 , (0.70), (0.61), (0.75), 0.20 , (0.69), (0.69)
EPS, 1.89 , (1.47), 0.36 , (0.46), (0.29), (0.23), 0.21 , (0.59), (0.51), (0.63), 0.17 , (0.58), (0.58)
Price to earning, 14.37 , (16.41), 50.11 , (38.84), (50.56), (51.97), 78.90 , (28.15), (32.82), (30.15), 86.55 , 86.55 , 57.48 
Price, 27.20 , 24.05 , 18.05 , 17.89 , 14.82 , 12.19 , 16.52 , 16.51 , 16.77 , 18.94 , 14.50 , (50.27), (33.39)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,30.46%,0.00%,0.00%,0.00%,0.00%,7.84%,23.58%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-12.19%,-5.76%,0.70%,-8.17%,-7.97%,-7.97%,-12.19%
,,,,,,OPM,9.70%,5.31%,7.27%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 57.48 , 82.73 , 82.73 , 86.55 , 86.55 , 86.55 , 57.48 
