BROOKS LABORATORIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 44.93 , 45.03 , 52.50 , 55.96 , 80.11 , 85.27 , 85.21 , 80.01 , 57.54 , 55.71 , 54.39 , 54.39 , 48.53 
Expenses, 39.23 , 37.67 , 43.34 , 45.48 , 69.61 , 76.73 , 78.46 , 68.94 , 52.50 , 64.60 , 62.05 , 49.86 , 48.53 
Operating Profit, 5.70 , 7.36 , 9.16 , 10.48 , 10.50 , 8.54 , 6.75 , 11.07 , 5.04 , (8.89), (7.66), 4.53 , -   
Other Income, 0.04 , 0.15 , 0.24 , 0.92 , 0.01 , -   , 5.15 , 1.69 , 0.12 , 0.24 , 0.53 , -   , -   
Depreciation, 0.44 , 0.51 , 0.60 , 0.66 , 0.81 , 0.83 , 1.10 , 1.16 , 1.67 , 6.45 , 6.50 , 6.50 , 6.50 
Interest, 2.11 , 1.52 , 1.61 , 1.56 , 0.11 , 0.12 , 0.44 , 0.79 , 1.01 , 2.44 , 2.97 , 2.97 , 2.97 
Profit before tax, 3.19 , 5.48 , 7.19 , 9.18 , 9.59 , 7.57 , 10.35 , 10.82 , 2.48 , (17.54), (16.60), (4.94), (9.47)
Tax, 0.23 , 0.31 , 0.30 , 0.34 , 2.44 , 0.33 , 0.88 , 0.18 , 0.82 , (3.72), (6.49),0%,0%
Net profit, 2.96 , 5.17 , 6.89 , 8.84 , 7.14 , 7.24 , 9.47 , 10.63 , 1.67 , (13.81), (10.12), (4.94), (9.47)
EPS, 3.02 , 5.27 , 6.97 , 5.46 , 4.41 , 4.47 , 5.85 , 6.57 , 1.03 , (8.53), (6.25), (3.05), (5.85)
Price to earning,  ,  ,  , 3.11 , 3.95 , 4.60 , 7.52 , 12.91 , 134.25 , (10.70), -   , 73.58 , -   
Price, -   , -   , -   , 16.99 , 17.44 , 20.59 , 44.00 , 84.77 , 138.51 , 91.31 , 55.65 , (224.32), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,14.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,12.69%,16.34%,17.45%,18.73%,13.11%,10.02%,7.92%,13.84%,8.76%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.42%,0.85%,-7.01%,-13.21%,-2.37%,-2.37%,-13.21%
,,,,,,OPM,11.62%,10.48%,8.63%,8.34%,0.00%,8.34%,0.00%
,,,,,,Price to Earning, 27.72 , 27.72 , 39.82 , 73.58 , -   , 73.58 , -   
