LINC PEN & PLASTICS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.00 , 12.79 , 12.79 , 12.79 , 14.79 , 14.79 , 14.79 , 14.79 , 14.79 , 14.79 
Reserves, 23.16 , 28.86 , 34.58 , 34.79 , 55.79 , 63.84 , 73.35 , 86.34 , 103.50 , 105.98 
Borrowings, 29.79 , 22.84 , 41.35 , 42.81 , 31.53 , 33.59 , 17.86 , 30.94 , 50.80 , 65.58 
Other Liabilities, 40.41 , 29.52 , 35.19 , 41.88 , 46.01 , 44.13 , 42.42 , 53.93 , 41.20 , 51.77 
Total, 101.36 , 94.01 , 123.91 , 132.27 , 148.12 , 156.35 , 148.42 , 186.00 , 210.29 , 238.12 
,,,,,,,,,,
Net Block, 15.95 , 17.55 , 26.06 , 27.60 , 29.26 , 32.98 , 30.37 , 41.97 , 47.00 , 66.83 
Capital Work in Progress, 1.95 , 2.01 , 0.14 , 0.64 , 0.35 , 0.50 , 0.34 , 1.76 , 10.55 , 0.23 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 83.46 , 74.45 , 97.71 , 104.03 , 118.51 , 122.87 , 117.71 , 142.27 , 152.74 , 171.06 
Total, 101.36 , 94.01 , 123.91 , 132.27 , 148.12 , 156.35 , 148.42 , 186.00 , 210.29 , 238.12 
,,,,,,,,,,
Working Capital, 43.05 , 44.93 , 62.52 , 62.15 , 72.50 , 78.74 , 75.29 , 88.34 , 111.54 , 119.29 
Debtors, 19.12 , 19.92 , 21.96 , 33.27 , 44.29 , 41.34 , 40.10 , 47.73 , 39.93 , 45.86 
Inventory, 58.69 , 47.54 , 66.68 , 63.02 , 66.07 , 70.21 , 63.65 , 77.29 , 78.53 , 78.88 
,,,,,,,,,,
Debtor Days, 38.53 , 33.71 , 32.86 , 45.98 , 54.07 , 49.54 , 47.53 , 52.59 , 42.31 , 51.25 
Inventory Turnover, 3.09 , 4.54 , 3.66 , 4.19 , 4.53 , 4.34 , 4.84 , 4.29 , 4.39 , 4.14 
,,,,,,,,,,
Return on Equity,16%,20%,18%,4%,8%,15%,16%,18%,15%,6%
Return on Capital Emp,,21%,17%,7%,10%,16%,18%,22%,17%,10%
,,,,,,,,,,
