DFM FOODS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 76.51 , 72.19 , 119.98 , 169.42 , 225.24 , 263.25 , 289.25 , 389.51 , 341.91 , 425.31 , 483.62 , 529.05 , 490.87 
Expenses, 72.58 , 64.83 , 104.72 , 149.32 , 204.06 , 240.59 , 260.08 , 342.42 , 310.08 , 374.25 , 418.71 , 458.05 , 439.22 
Operating Profit, 3.93 , 7.36 , 15.26 , 20.10 , 21.18 , 22.66 , 29.17 , 47.09 , 31.83 , 51.06 , 64.91 , 71.01 , 51.65 
Other Income, 1.93 , 1.28 , 1.03 , 2.67 , 2.66 , 1.43 , (0.36), 1.65 , 4.99 , 4.11 , 3.58 , -   , -   
Depreciation, 0.50 , 0.97 , 1.41 , 2.38 , 4.38 , 5.79 , 5.91 , 6.57 , 7.23 , 9.97 , 10.50 , 10.50 , 10.50 
Interest, 2.27 , 1.32 , 2.17 , 4.47 , 9.42 , 8.49 , 5.71 , 5.67 , 4.49 , 10.02 , 10.62 , 10.62 , 10.62 
Profit before tax, 3.09 , 6.35 , 12.71 , 15.92 , 10.04 , 9.81 , 17.19 , 36.50 , 25.10 , 35.18 , 47.37 , 49.89 , 30.53 
Tax, 1.09 , 2.14 , 4.39 , 5.56 , 3.73 , 2.71 , 6.18 , 11.46 , 6.64 , 11.87 , 14.61 ,31%,31%
Net profit, 2.00 , 4.21 , 8.32 , 10.36 , 6.31 , 7.10 , 11.01 , 25.04 , 18.46 , 23.31 , 32.76 , 34.50 , 21.11 
EPS, 0.40 , 0.84 , 1.66 , 2.07 , 1.26 , 1.42 , 2.20 , 5.01 , 3.69 , 4.65 , 6.54 , 6.89 , 4.21 
Price to earning, 16.21 , 11.98 , 13.95 , 22.79 , 25.83 , 44.75 , 30.86 , 59.15 , 90.13 , 62.87 , 39.61 , 62.94 , 38.01 
Price, 6.50 , 10.11 , 23.20 , 47.20 , 32.59 , 63.54 , 67.94 , 296.20 , 332.71 , 292.46 , 258.95 , 433.37 , 160.16 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,50.00%,35.63%,24.04%,24.13%,39.62%,35.21%,22.71%,19.97%,27.09%,21.49%,,,
OPM,5.14%,10.20%,12.72%,11.86%,9.40%,8.61%,10.08%,12.09%,9.31%,12.01%,13.42%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,21.00%,19.82%,13.56%,13.71%,24.39%,24.39%,13.56%
,,,,,,OPM,10.52%,10.60%,10.64%,11.24%,13.42%,13.42%,10.52%
,,,,,,Price to Earning, 38.01 , 47.00 , 54.56 , 62.94 , 39.61 , 62.94 , 38.01 
