ENGINEERS INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,532.46 "," 1,993.80 "," 2,823.28 "," 3,698.82 "," 2,505.97 "," 1,823.59 "," 1,713.00 "," 1,511.01 "," 1,448.64 "," 1,787.58 "," 2,444.34 "," 2,444.34 "," 1,627.89 "
Expenses," 1,220.43 "," 1,500.69 "," 2,180.96 "," 2,995.14 "," 1,922.06 "," 1,346.57 "," 1,500.46 "," 1,312.14 "," 1,145.12 "," 1,373.56 "," 2,078.33 "," 1,972.48 "," 1,384.13 "
Operating Profit, 312.03 , 493.11 , 642.32 , 703.68 , 583.91 , 477.02 , 212.54 , 198.87 , 303.52 , 414.02 , 366.01 , 471.86 , 243.76 
Other Income, 221.39 , 183.67 , 160.37 , 232.18 , 316.42 , 232.09 , 273.11 , 247.79 , 223.66 , 179.47 , 225.09 , -   , -   
Depreciation, 10.84 , 12.98 , 14.71 , 19.45 , 10.87 , 14.55 , 19.63 , 24.92 , 22.51 , 23.83 , 22.36 , 22.36 , 22.36 
Interest, 2.12 , 3.33 , 3.98 , 3.57 , 1.33 , 1.36 , 1.89 , 1.94 , 5.15 , 1.94 , 1.24 , 1.24 , 1.24 
Profit before tax, 520.47 , 660.48 , 784.48 , 914.76 , 890.94 , 698.02 , 467.55 , 419.81 , 500.18 , 568.10 , 567.50 , 448.26 , 220.16 
Tax, 175.94 , 224.90 , 261.96 , 278.44 , 262.36 , 218.26 , 159.58 , 143.61 , 175.14 , 190.23 , 197.44 ,35%,35%
Net profit, 344.53 , 435.58 , 522.52 , 636.32 , 628.58 , 479.76 , 307.98 , 276.19 , 325.04 , 377.87 , 370.06 , 292.30 , 143.56 
EPS, 5.11 , 6.46 , 7.75 , 9.44 , 9.33 , 7.12 , 4.57 , 4.10 , 4.82 , 5.98 , 5.86 , 4.63 , 2.27 
Price to earning, 9.38 , 30.42 , 19.39 , 13.55 , 8.81 , 15.97 , 21.91 , 21.14 , 32.97 , 26.60 , 21.78 , 25.62 , 20.17 
Price, 47.98 , 196.63 , 150.30 , 127.95 , 82.13 , 113.71 , 100.11 , 86.63 , 159.02 , 159.04 , 127.55 , 118.52 , 45.83 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,30.16%,136.67%,32.24%,31.77%,32.16%,45.65%,54.70%,48.80%,62.20%,66.89%,,,
OPM,20.36%,24.73%,22.75%,19.02%,23.30%,26.16%,12.41%,13.16%,20.95%,23.16%,14.97%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,1.73%,-6.32%,-6.53%,1.43%,36.74%,36.74%,-6.53%
,,,,,,OPM,20.83%,19.97%,19.39%,19.30%,14.97%,19.30%,14.97%
,,,,,,Price to Earning, 20.17 , 20.34 , 23.40 , 25.62 , 21.78 , 25.62 , 20.17 
