EID PARRY (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 755.52 ," 1,145.65 "," 1,270.60 "," 1,541.70 "," 1,992.30 "," 1,781.76 "," 2,081.09 "," 2,601.31 "," 2,248.35 "," 1,921.29 "," 1,855.03 "," 1,870.80 "," 1,857.32 "
Expenses, 712.28 , 939.79 ," 1,248.32 "," 1,437.61 "," 1,759.70 "," 1,682.86 "," 1,875.28 "," 2,540.33 "," 1,903.30 "," 1,757.89 "," 1,876.15 "," 1,713.47 "," 1,857.32 "
Operating Profit, 43.24 , 205.86 , 22.28 , 104.09 , 232.60 , 98.90 , 205.81 , 60.98 , 345.05 , 163.40 , (21.12), 157.33 , -   
Other Income, 922.15 , 149.50 , 166.99 , 170.38 , 373.02 , 163.47 , 183.37 , 96.53 , 157.42 , 129.82 , 362.38 , -   , -   
Depreciation, 50.17 , 69.33 , 73.70 , 73.97 , 107.87 , 97.31 , 101.93 , 112.00 , 111.00 , 112.96 , 113.77 , 113.77 , 113.77 
Interest, 26.82 , 38.57 , 48.17 , 64.43 , 136.68 , 196.16 , 151.27 , 167.10 , 139.91 , 112.90 , 113.43 , 113.43 , 113.43 
Profit before tax, 888.40 , 247.46 , 67.40 , 136.07 , 361.07 , (31.10), 135.98 , (121.59), 251.56 , 67.36 , 114.06 , (69.87), (227.20)
Tax, 196.44 , 42.18 , (11.86), (1.25), 29.36 , (57.63), (12.27), (29.48), (32.05), (33.65), (49.07),-43%,-43%
Net profit, 691.96 , 205.28 , 79.26 , 137.32 , 331.71 , 26.53 , 148.25 , (92.11), 283.61 , 101.01 , 163.13 , (99.93), (324.94)
EPS, 38.77 , 11.89 , 4.58 , 7.91 , 18.87 , 1.51 , 8.43 , (5.24), 16.13 , 5.71 , 9.22 , (5.65), (18.36)
Price to earning, 2.13 , 14.76 , 50.14 , 23.64 , 8.16 , 102.95 , 19.96 , (42.89), 18.10 , 48.20 , 21.07 , 29.12 , 21.07 
Price, 82.70 , 175.38 , 229.43 , 186.92 , 154.01 , 155.37 , 168.30 , 224.68 , 291.87 , 275.07 , 194.20 , (164.42), (386.83)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,24.89%,42.06%,43.70%,50.60%,31.80%,0.00%,35.58%,0.00%,24.81%,52.57%,,,
OPM,5.72%,17.97%,1.75%,6.75%,11.67%,5.55%,9.89%,2.34%,15.35%,8.50%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.93%,6.09%,-0.72%,-2.63%,-3.45%,-2.63%,-3.45%
,,,,,,OPM,8.55%,8.55%,8.22%,8.41%,0.00%,8.41%,0.00%
,,,,,,Price to Earning, 30.91 , 34.58 , 42.06 , 29.12 , 21.07 , 29.12 , 21.07 
