SRI HAVISHA HOSPITALITY & INFRASTRUCTURE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 0.77 , 0.05 , 0.04 , -   , -   , -   , -   , -   , (0.09), -   , -   , -   , -   
Expenses, 2.07 , 2.98 , 1.19 , 0.78 , 0.78 , 1.76 , 0.71 , 0.77 , 4.19 , 0.75 , 0.65 , -   , -   
Operating Profit, (1.30), (2.93), (1.15), (0.78), (0.78), (1.76), (0.71), (0.77), (4.28), (0.75), (0.65), -   , -   
Other Income, 1.10 , 8.09 , 5.14 , 3.64 , 0.57 , 4.43 , 2.92 , -   , (5.13), 0.08 , -   , -   , -   
Depreciation, 3.03 , 3.01 , 3.01 , 3.01 , 3.01 , 2.77 , 2.75 , 2.75 , 2.16 , 0.67 , 0.68 , 0.68 , 0.68 
Interest, 0.75 , 0.07 , 0.05 , -   , -   , 0.01 , -   , -   , -   , -   , -   , -   , -   
Profit before tax, (3.92), 2.08 , 0.93 , (0.14), (3.22), (0.12), (0.55), (3.53), (11.48), (1.33), (1.33), (0.68), (0.68)
Tax, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%
Net profit, (3.92), 2.08 , 0.93 , (0.14), (3.22), (0.11), (0.55), (3.52), (11.48), (1.32), (1.30), (0.68), (0.68)
EPS, (0.14), 0.07 , 0.06 , (0.01), (0.20), (0.01), (0.03), (0.22), (0.72), (0.08), (0.08), (0.04), (0.04)
Price to earning,  ,  , 46.20 , (215.34),  ,  ,  ,  ,  , (21.07), -   , -   , -   
Price, -   , -   , 2.68 , 1.88 , -   , -   , -   , -   , -   , 1.73 , 0.90 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-100.00%,-100.00%,,,,0.00%,-100.00%
,,,,,,OPM,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 46.20 ,  ,  ,  , -   , -   , -   
