KNR CONSTRUCTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 28.12 , 28.12 , 28.12 , 28.12 , 28.12 , 28.12 , 28.12 , 28.12 , 28.12 , 28.12 
Reserves, 235.21 , 278.90 , 329.19 , 378.69 , 427.53 , 485.20 , 541.08 , 709.59 , 867.35 ," 1,129.71 "
Borrowings, 135.98 , 110.57 , 73.49 , 55.50 , 71.03 , 90.76 , 96.30 , 116.75 , 144.06 , 220.39 
Other Liabilities, 278.64 , 392.78 , 391.99 , 354.47 , 424.34 , 350.49 , 337.97 , 404.10 , 579.27 , 588.73 
Total, 677.95 , 810.37 , 822.79 , 816.78 , 951.02 , 954.57 ," 1,003.47 "," 1,258.56 "," 1,618.80 "," 1,966.95 "
,,,,,,,,,,
Net Block, 206.66 , 209.95 , 281.21 , 309.85 , 290.13 , 263.72 , 224.28 , 176.24 , 322.18 , 393.56 
Capital Work in Progress, 2.54 , 10.53 , 10.62 , 0.43 , 3.86 , 0.29 , 2.63 , 5.94 , 1.53 , 0.02 
Investments, 110.51 , 65.07 , 68.58 , 54.64 , 48.32 , 40.04 , 31.51 , 449.85 , 535.08 , 535.61 
Other Assets, 358.24 , 524.82 , 462.38 , 451.86 , 608.71 , 650.52 , 745.05 , 626.53 , 760.01 ," 1,037.76 "
Total, 677.95 , 810.37 , 822.79 , 816.78 , 951.02 , 954.57 ," 1,003.47 "," 1,258.56 "," 1,618.80 "," 1,966.95 "
,,,,,,,,,,
Working Capital, 79.60 , 132.04 , 70.39 , 97.39 , 184.37 , 300.03 , 407.08 , 222.43 , 180.74 , 449.03 
Debtors, 128.44 , 190.08 , 140.51 , 93.41 , 121.29 , 117.09 , 176.50 , 129.36 , 163.96 , 231.98 
Inventory, 18.55 , 13.68 , 22.09 , 26.77 , 29.73 , 34.07 , 35.91 , 35.35 , 57.36 , 71.18 
,,,,,,,,,,
Debtor Days, 72.17 , 97.38 , 64.67 , 45.43 , 63.96 , 51.20 , 75.72 , 53.86 , 39.76 , 44.10 
Inventory Turnover, 35.02 , 52.08 , 35.90 , 28.04 , 23.28 , 24.50 , 23.69 , 24.80 , 26.24 , 26.98 
,,,,,,,,,,
Return on Equity,17%,16%,16%,13%,11%,12%,13%,22%,18%,23%
Return on Capital Emp,,23%,22%,20%,16%,15%,13%,19%,20%,24%
,,,,,,,,,,
