EASUN REYROLLE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 138.40 , 215.84 , 268.54 , 276.71 , 220.45 , 182.18 , 62.41 , 35.04 , 27.80 , 18.75 , 17.08 , 17.08 , 12.10 
Expenses, 127.25 , 200.99 , 242.60 , 261.62 , 210.70 , 173.32 , 68.22 , 41.86 , 39.20 , 35.58 , 31.35 , 17.08 , 12.10 
Operating Profit, 11.15 , 14.85 , 25.94 , 15.09 , 9.75 , 8.86 , (5.81), (6.82), (11.40), (16.83), (14.27), -   , -   
Other Income, 8.04 , 65.01 , 1.29 , 19.31 , 24.22 , (1.52), 0.95 , (1.32), 4.57 , 2.16 , 2.27 , -   , -   
Depreciation, 3.64 , 4.55 , 4.68 , 5.21 , 7.17 , 8.02 , 7.34 , 7.31 , 4.96 , 4.75 , 4.61 , 4.61 , 4.61 
Interest, 6.55 , 8.57 , 11.10 , 19.05 , 24.79 , 31.43 , 29.40 , 29.42 , 12.93 , 2.05 , 0.61 , 0.61 , 0.61 
Profit before tax, 9.00 , 66.74 , 11.45 , 10.14 , 2.00 , (32.11), (41.59), (44.87), (24.72), (21.47), (17.22), (5.22), (5.22)
Tax, 1.47 , 10.84 , 3.11 , 0.84 , 1.87 , -   , (4.30), -   , -   , -   , -   ,0%,0%
Net profit, 7.53 , 55.90 , 8.34 , 9.30 , 0.12 , (32.10), (37.29), (44.87), (24.72), (21.46), (17.22), (5.22), (5.22)
EPS, 3.62 , 26.91 , 4.01 , 4.47 , 0.06 , (15.43), (12.11), (14.57), (8.03), (6.97), (5.59), (1.70), (1.70)
Price to earning, 13.69 , 3.71 , 21.85 , 13.12 , 987.22 , (4.02), (3.50), (2.21), (4.08), (2.78), -   , -   , -   
Price, 49.63 , 99.91 , 87.72 , 58.62 , 56.94 , 62.03 , 42.37 , 32.18 , 32.76 , 19.39 , 5.70 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,55.11%,14.85%,29.86%,4.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,8.06%,6.88%,9.66%,5.45%,4.42%,4.86%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-19.92%,-31.63%,-38.91%,-33.02%,-8.91%,-8.91%,-38.91%
,,,,,,OPM,5.92%,4.09%,2.72%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 207.92 , 500.17 ,  ,  , -   , -   , -   
