GLOBUS SPIRITS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 196.08 , 262.74 , 382.81 , 505.36 , 501.78 , 496.50 , 585.67 , 706.71 , 773.75 , 967.16 , 984.32 ," 1,208.92 "," 1,105.20 "
Expenses, 170.20 , 226.18 , 318.31 , 431.86 , 431.50 , 451.40 , 536.76 , 636.81 , 718.08 , 897.65 , 890.10 ," 1,093.20 "," 1,017.12 "
Operating Profit, 25.88 , 36.56 , 64.50 , 73.50 , 70.28 , 45.10 , 48.91 , 69.90 , 55.67 , 69.51 , 94.22 , 115.72 , 88.09 
Other Income, 2.66 , 14.97 , 0.68 , 0.39 , 4.88 , (3.20), 4.17 , 3.82 , 4.70 , 5.36 , 7.96 , -   , -   
Depreciation, 5.74 , 4.38 , 6.94 , 12.30 , 16.49 , 28.48 , 28.73 , 42.16 , 26.87 , 36.19 , 36.11 , 36.11 , 36.11 
Interest, 2.96 , 1.42 , 2.84 , 4.83 , 6.49 , 10.16 , 14.07 , 16.85 , 17.52 , 27.14 , 26.31 , 26.31 , 26.31 
Profit before tax, 19.93 , 45.88 , 55.40 , 57.75 , 52.20 , 3.27 , 10.29 , 14.72 , 15.98 , 11.55 , 39.76 , 53.30 , 25.67 
Tax, 7.00 , 16.96 , 15.47 , 16.86 , 18.02 , (1.01), 3.22 , 2.18 , (0.16), 4.52 , 9.19 ,23%,23%
Net profit, 12.93 , 28.92 , 39.93 , 40.89 , 34.19 , 4.28 , 7.07 , 12.54 , 16.14 , 7.02 , 30.57 , 40.98 , 19.73 
EPS, 10.55 , 14.64 , 17.36 , 17.78 , 14.87 , 1.86 , 2.45 , 4.35 , 5.60 , 2.44 , 10.61 , 14.23 , 6.85 
Price to earning,  , 9.69 , 8.50 , 5.96 , 6.77 , 41.61 , 20.33 , 14.61 , 12.77 , 56.03 , 13.77 , 24.29 , 13.77 
Price, -   , 141.89 , 147.63 , 106.01 , 100.67 , 77.44 , 49.90 , 63.60 , 71.54 , 136.58 , 146.20 , 345.69 , 94.38 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,6.85%,5.76%,6.75%,8.07%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,13.20%,13.91%,16.85%,14.54%,14.01%,9.08%,8.35%,9.89%,7.19%,7.19%,9.57%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,19.40%,14.16%,14.02%,18.20%,25.00%,25.00%,14.02%
,,,,,,OPM,10.41%,9.54%,8.19%,7.97%,9.57%,9.57%,7.97%
,,,,,,Price to Earning, 19.00 , 21.48 , 26.52 , 24.29 , 13.77 , 24.29 , 13.77 
