GUJARAT ALKALIES & CHEMICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,387.74 "," 1,278.08 "," 1,434.67 "," 1,710.97 "," 1,814.60 "," 1,896.06 "," 1,948.13 "," 1,995.45 "," 2,070.21 "," 2,454.51 "," 3,038.15 "," 3,038.15 "," 2,643.71 "
Expenses," 1,028.23 "," 1,048.80 "," 1,165.42 "," 1,310.89 "," 1,319.34 "," 1,522.44 "," 1,674.20 "," 1,660.36 "," 1,620.61 "," 1,667.81 "," 1,903.66 "," 1,903.66 "," 2,077.71 "
Operating Profit, 359.51 , 229.28 , 269.25 , 400.08 , 495.26 , 373.62 , 273.93 , 335.09 , 449.60 , 786.70 ," 1,134.49 "," 1,134.49 ", 566.00 
Other Income, 37.00 , 56.79 , 12.14 , (4.98), 1.41 , 29.94 , 48.95 , 44.98 , 55.92 , 105.74 , 106.17 , -   , -   
Depreciation, 109.43 , 121.55 , 133.12 , 151.15 , 151.52 , 150.65 , 98.06 , 107.44 , 110.92 , 127.32 , 135.11 , 135.11 , 135.11 
Interest, 25.79 , 18.26 , 21.16 , 20.53 , 8.34 , 6.36 , 9.34 , 9.93 , 12.83 , 14.90 , 20.17 , 20.17 , 20.17 
Profit before tax, 261.29 , 146.26 , 127.11 , 223.42 , 336.83 , 246.55 , 215.48 , 262.70 , 381.79 , 750.22 ," 1,085.38 ", 979.21 , 410.72 
Tax, 69.02 , (25.58), 12.81 , 69.81 , 101.47 , 61.53 , (12.38), 42.81 , 73.69 , 215.20 , 344.50 ,32%,32%
Net profit, 192.27 , 171.84 , 114.30 , 153.61 , 235.35 , 185.03 , 227.86 , 219.89 , 308.10 , 535.02 , 740.88 , 668.41 , 280.36 
EPS, 26.18 , 23.40 , 15.56 , 20.92 , 32.05 , 25.19 , 31.03 , 29.94 , 41.95 , 72.85 , 100.88 , 91.01 , 38.18 
Price to earning, 2.74 , 5.18 , 8.93 , 6.16 , 5.42 , 7.37 , 5.66 , 5.80 , 10.48 , 10.27 , 5.76 , 8.08 , 5.76 
Price, 71.82 , 121.25 , 139.06 , 128.79 , 173.67 , 185.58 , 175.76 , 173.61 , 439.65 , 748.52 , 581.50 , 735.32 , 220.05 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.46%,12.82%,19.27%,14.34%,10.92%,15.88%,14.50%,15.03%,11.92%,8.92%,,,
OPM,25.91%,17.94%,18.77%,23.38%,27.29%,19.71%,14.06%,16.79%,21.72%,32.05%,37.34%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.54%,7.97%,6.23%,8.01%,23.78%,23.78%,6.23%
,,,,,,OPM,22.08%,22.42%,21.41%,24.10%,37.34%,37.34%,21.41%
,,,,,,Price to Earning, 6.71 , 7.12 , 7.56 , 8.08 , 5.76 , 8.08 , 5.76 
