BANARAS BEADS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 23.50 , 33.27 , 38.63 , 33.86 , 27.68 , 26.57 , 23.57 , 24.74 , 27.32 , 23.78 , 18.13 , 23.85 , 21.43 
Expenses, 21.81 , 29.63 , 32.46 , 28.30 , 23.62 , 21.79 , 19.59 , 21.99 , 23.58 , 20.51 , 15.77 , 20.75 , 18.67 
Operating Profit, 1.69 , 3.64 , 6.17 , 5.56 , 4.06 , 4.78 , 3.98 , 2.75 , 3.74 , 3.27 , 2.36 , 3.10 , 2.76 
Other Income, 2.06 , 1.65 , 0.32 , 1.56 , 1.67 , 1.22 , 1.19 , 6.30 , 1.32 , 0.96 , 0.89 , -   , -   
Depreciation, 0.44 , 0.50 , 0.76 , 0.83 , 0.89 , 1.46 , 2.35 , 2.13 , 2.10 , 1.84 , 1.61 , 1.61 , 1.61 
Interest, 0.06 , 0.11 , 0.18 , 0.32 , 0.81 , 1.04 , 0.19 , 0.67 , 0.15 , 0.08 , 0.18 , 0.18 , 0.18 
Profit before tax, 3.25 , 4.68 , 5.55 , 5.97 , 4.03 , 3.50 , 2.63 , 6.26 , 2.81 , 2.32 , 1.46 , 1.31 , 0.97 
Tax, 0.02 , 0.14 , 0.60 , 1.24 , 0.72 , 0.92 , 1.02 , 1.94 , 1.14 , 0.94 , 0.67 ,46%,46%
Net profit, 3.23 , 4.54 , 4.95 , 4.73 , 3.31 , 2.58 , 1.61 , 4.32 , 1.67 , 1.38 , 0.81 , 0.71 , 0.52 
EPS, 4.87 , 6.84 , 7.46 , 7.13 , 4.99 , 3.89 , 2.43 , 6.51 , 2.52 , 2.08 , 1.22 , 1.07 , 0.79 
Price to earning,  ,  ,  , 4.60 , 6.28 , 7.90 , 16.61 , 7.14 , 28.30 , 29.39 , 42.85 , 42.85 , 17.88 
Price, -   , -   , -   , 32.80 , 31.32 , 30.72 , 40.29 , 46.46 , 71.23 , 61.11 , 52.30 , 45.93 , 14.11 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,55.81%,49.85%,51.16%,40.99%,38.19%,39.52%,0.00%,,,
OPM,7.19%,10.94%,15.97%,16.42%,14.67%,17.99%,16.89%,11.12%,13.69%,13.75%,13.02%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.13%,-6.70%,-2.99%,0.30%,-12.96%,0.30%,-12.96%
,,,,,,OPM,14.01%,15.01%,14.70%,12.87%,13.02%,13.02%,12.87%
,,,,,,Price to Earning, 17.88 , 17.88 , 22.03 , 26.92 , 42.85 , 42.85 , 17.88 
