ALKEM LABORATORIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,158.22 "," 1,343.92 "," 1,630.11 "," 1,924.17 "," 2,291.16 "," 2,660.33 "," 3,072.36 "," 3,910.84 "," 4,548.23 "," 5,300.26 "," 5,421.88 "," 6,356.80 "," 6,196.74 "
Expenses," 1,014.73 "," 1,135.80 "," 1,323.24 "," 1,522.90 "," 1,871.79 "," 2,274.56 "," 2,740.64 "," 3,197.15 "," 3,668.45 "," 4,281.86 "," 4,518.53 "," 5,150.12 "," 5,164.29 "
Operating Profit, 143.49 , 208.12 , 306.87 , 401.27 , 419.37 , 385.77 , 331.72 , 713.69 , 879.78 ," 1,018.40 ", 903.35 ," 1,206.68 "," 1,032.45 "
Other Income, 58.93 , 78.41 , 111.03 , 135.01 , 168.10 , 164.87 , 182.13 , 239.95 , 114.81 , 55.91 , 53.05 , -   , -   
Depreciation, 20.84 , 21.06 , 27.05 , 27.94 , 36.02 , 42.73 , 59.68 , 73.53 , 76.48 , 107.65 , 130.27 , 130.27 , 130.27 
Interest, 14.74 , 20.40 , 37.39 , 53.47 , 79.22 , 84.27 , 72.63 , 58.67 , 23.68 , 32.37 , 33.17 , 33.17 , 33.17 
Profit before tax, 168.94 , 245.07 , 357.34 , 459.70 , 481.98 , 436.21 , 395.33 , 838.85 , 894.43 , 934.29 , 792.96 ," 1,043.24 ", 869.01 
Tax, 10.76 , 7.00 , 35.40 , 27.89 , 15.20 , (3.99), 27.64 , 138.66 , 11.27 , 218.45 , 123.95 ,16%,16%
Net profit, 158.18 , 238.07 , 321.94 , 431.81 , 466.78 , 440.20 , 367.69 , 700.19 , 883.16 , 715.84 , 669.01 , 880.17 , 733.17 
EPS, 13.23 , 19.91 , 26.93 , 36.12 , 39.04 , 36.82 , 30.75 , 58.56 , 73.86 , 59.87 , 55.95 , 73.61 , 61.32 
Price to earning,  ,  ,  ,  ,  ,  ,  , 21.96 , 28.39 , 30.88 , 30.84 , 30.84 , 28.02 
Price, -   , -   , -   , -   , -   , -   , -   ," 1,285.94 "," 2,097.31 "," 1,848.51 "," 1,725.40 "," 2,269.99 "," 1,717.95 "
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,9.45%,6.28%,5.57%,5.54%,5.12%,5.43%,13.01%,21.68%,20.30%,21.71%,,,
OPM,12.39%,15.49%,18.83%,20.85%,18.30%,14.50%,10.80%,18.25%,19.34%,19.21%,16.66%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,18.41%,18.35%,18.26%,19.93%,16.53%,19.93%,16.53%
,,,,,,OPM,17.27%,17.51%,17.08%,18.98%,16.66%,18.98%,16.66%
,,,,,,Price to Earning, 28.02 , 28.02 , 28.02 , 28.02 , 30.84 , 30.84 , 28.02 
