FEDERAL BANK LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 3,315.38 "," 3,673.24 "," 4,052.03 "," 5,558.39 "," 6,167.57 "," 6,946.08 "," 7,419.47 "," 7,748.16 "," 8,677.38 "," 9,752.86 "," 11,419.03 "," 11,419.03 "," 10,842.63 "
Expenses, 995.38 ," 1,032.01 "," 1,307.32 "," 1,259.57 "," 1,366.64 "," 1,616.75 "," 1,663.07 "," 2,490.47 "," 2,705.78 "," 3,274.48 "," 3,620.12 "," 3,620.12 "," 3,508.43 "
Operating Profit," 2,320.00 "," 2,641.23 "," 2,744.71 "," 4,298.82 "," 4,800.93 "," 5,329.33 "," 5,756.40 "," 5,257.69 "," 5,971.60 "," 6,478.38 "," 7,798.91 "," 7,798.91 "," 7,334.20 "
Other Income, 515.77 , 530.91 , 516.81 , 532.34 , 664.44 , 693.85 , 878.31 , 807.85 ," 1,081.81 "," 1,158.70 "," 1,351.02 ", -   , -   
Depreciation, 42.84 , 50.19 , 54.26 , 56.66 , 78.70 , 93.74 , 74.59 , 105.45 , 122.17 , 123.17 , -   , -   , -   
Interest," 1,999.92 "," 2,262.40 "," 2,305.45 "," 3,604.99 "," 4,192.91 "," 4,717.47 "," 5,039.06 "," 5,240.45 "," 5,624.74 "," 6,170.05 "," 7,242.68 "," 7,242.68 "," 7,242.68 "
Profit before tax, 793.01 , 859.55 , 901.81 ," 1,169.51 "," 1,193.76 "," 1,211.98 "," 1,521.05 ", 719.64 ," 1,306.50 "," 1,343.86 "," 1,907.25 ", 556.23 , 91.52 
Tax, 292.52 , 395.00 , 314.73 , 392.71 , 355.59 , 373.10 , 515.29 , 244.00 , 475.71 , 465.01 , 663.36 ,35%,35%
Net profit, 500.49 , 464.55 , 587.08 , 776.80 , 838.17 , 838.89 ," 1,005.75 ", 475.65 , 830.79 , 878.85 ," 1,243.89 ", 362.77 , 59.69 
EPS, 5.84 , 5.42 , 6.85 , 9.07 , 9.78 , 9.79 , 11.72 , 2.76 , 4.82 , 4.45 , 6.27 , 1.83 , 0.30 
Price to earning, 2.88 , 5.18 , 6.28 , 4.70 , 4.65 , 4.82 , 5.53 , 16.43 , 19.25 , 21.73 , 17.25 , 18.66 , 9.88 
Price, 16.84 , 28.08 , 43.03 , 42.65 , 45.50 , 47.21 , 64.78 , 45.44 , 92.68 , 96.75 , 108.05 , 34.10 , 2.97 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,17.09%,18.41%,24.76%,19.82%,18.37%,20.39%,18.74%,25.30%,18.68%,22.44%,,,
OPM,69.98%,71.90%,67.74%,77.34%,77.84%,76.72%,77.59%,67.86%,68.82%,66.43%,68.30%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.74%,13.37%,9.60%,9.54%,17.08%,17.08%,9.54%
,,,,,,OPM,72.02%,72.50%,71.02%,67.64%,68.30%,68.30%,67.64%
,,,,,,Price to Earning, 9.88 , 11.79 , 14.17 , 18.66 , 17.25 , 18.66 , 9.88 
