GHCL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Trailing,Best Case,Worst Case
Sales," 1,202.71 "," 1,484.77 "," 1,884.37 "," 2,110.26 "," 2,208.49 "," 2,355.96 "," 2,532.19 "," 2,753.99 "," 2,881.72 "," 3,371.18 "," 3,371.18 "," 3,943.77 "," 3,663.28 "
Expenses, 911.25 ," 1,144.58 "," 1,509.54 "," 1,693.80 "," 1,781.31 "," 1,840.02 "," 1,904.75 "," 2,067.91 "," 2,268.08 "," 2,601.00 "," 2,602.02 "," 3,037.44 "," 2,849.23 "
Operating Profit, 291.46 , 340.19 , 374.83 , 416.46 , 427.18 , 515.94 , 627.44 , 686.08 , 613.64 , 770.18 , 769.16 , 906.33 , 814.05 
Other Income, 12.10 , 10.79 , 11.26 , (33.89), (23.79), (8.84), (5.18), 35.31 , 35.53 , 13.54 , 13.54 , -   , -   
Depreciation, 76.11 , 84.40 , 80.85 , 81.97 , 81.57 , 84.45 , 81.74 , 85.69 , 109.53 , 116.29 , 115.27 , 115.27 , 115.27 
Interest, 106.04 , 111.67 , 186.59 , 160.54 , 171.56 , 164.71 , 162.82 , 133.77 , 124.16 , 126.32 , 126.32 , 126.32 , 126.32 
Profit before tax, 121.41 , 154.91 , 118.65 , 140.05 , 150.25 , 257.94 , 377.70 , 501.93 , 415.48 , 541.11 , 541.11 , 664.74 , 572.46 
Tax, (19.54), 38.58 , 1.17 , 25.12 , 33.97 , 74.92 , 121.07 , 115.16 , 50.97 , 180.08 , 180.08 ,33%,33%
Net profit, 140.95 , 116.33 , 117.48 , 114.93 , 116.29 , 183.02 , 256.63 , 386.77 , 364.51 , 361.03 , 361.03 , 443.52 , 381.95 
EPS, 14.09 , 11.63 , 11.75 , 11.49 , 11.63 , 18.30 , 25.66 , 38.88 , 37.42 , 36.83 , 36.83 , 45.24 , 38.96 
Price to earning, 3.40 , 3.63 , 3.07 , 3.08 , 3.20 , 4.02 , 4.93 , 6.84 , 7.48 , 6.60 , 7.34 , 7.34 , 4.87 
Price, 47.85 , 42.25 , 36.08 , 35.40 , 37.21 , 73.65 , 126.46 , 266.06 , 279.94 , 243.06 , 270.45 , 332.24 , 189.86 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,14.19%,17.19%,17.02%,17.40%,17.20%,12.02%,13.64%,12.86%,13.36%,13.58%,,,
OPM,24.23%,22.91%,19.89%,19.74%,19.34%,21.90%,24.78%,24.91%,21.29%,22.85%,22.82%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.13%,8.66%,8.83%,10.01%,16.98%,16.98%,8.66%
,,,,,,OPM,22.22%,22.27%,23.13%,22.98%,22.82%,22.98%,22.22%
,,,,,,Price to Earning, 4.87 , 5.44 , 6.20 , 7.07 , 7.34 , 7.34 , 4.87 
