KALPATARU POWER TRANSMISSION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,867.47 "," 2,622.41 "," 2,860.04 "," 3,009.78 "," 3,301.36 "," 4,022.50 "," 4,380.93 "," 4,264.64 "," 4,840.60 "," 5,722.16 "," 7,115.12 "," 7,115.12 "," 6,384.66 "
Expenses," 1,645.33 "," 2,289.67 "," 2,491.69 "," 2,656.31 "," 2,990.35 "," 3,642.71 "," 3,969.00 "," 3,810.68 "," 4,290.73 "," 5,025.99 "," 6,336.93 "," 6,299.35 "," 5,702.54 "
Operating Profit, 222.14 , 332.74 , 368.35 , 353.47 , 311.01 , 379.79 , 411.93 , 453.96 , 549.87 , 696.17 , 778.19 , 815.77 , 682.12 
Other Income, 31.35 , 51.98 , 46.95 , 50.97 , 47.73 , 47.17 , 52.23 , 53.71 , 48.92 , 47.38 , 51.20 , -   , -   
Depreciation, 27.32 , 38.24 , 45.93 , 48.10 , 52.25 , 69.54 , 85.18 , 83.71 , 77.70 , 76.60 , 85.99 , 85.99 , 85.99 
Interest, 105.59 , 118.88 , 112.79 , 132.25 , 144.97 , 171.08 , 167.45 , 165.55 , 171.98 , 186.66 , 119.01 , 119.01 , 119.01 
Profit before tax, 120.58 , 227.60 , 256.58 , 224.09 , 195.55 , 219.09 , 252.86 , 295.71 , 402.57 , 499.33 , 624.39 , 610.77 , 477.12 
Tax, 26.17 , 57.14 , 66.02 , 59.18 , 57.90 , 72.71 , 87.25 , 103.28 , 133.50 , 177.34 , 223.09 ,36%,36%
Net profit, 94.41 , 170.46 , 190.56 , 164.91 , 137.65 , 146.37 , 165.61 , 192.43 , 269.07 , 322.00 , 401.30 , 392.54 , 306.65 
EPS, 7.13 , 12.86 , 12.42 , 10.75 , 8.97 , 9.54 , 10.79 , 12.54 , 17.53 , 20.98 , 26.15 , 25.58 , 19.98 
Price to earning, 10.65 , 16.55 , 10.99 , 9.60 , 8.86 , 11.24 , 21.49 , 16.81 , 19.23 , 22.74 , 20.25 , 20.25 , 15.31 
Price, 75.89 , 212.94 , 136.53 , 103.13 , 79.43 , 107.21 , 231.94 , 210.80 , 337.10 , 477.12 , 529.50 , 517.95 , 305.93 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,21.06%,11.66%,12.08%,13.96%,16.72%,15.73%,13.90%,11.96%,11.41%,11.91%,,,
OPM,11.90%,12.69%,12.88%,11.74%,9.42%,9.44%,9.40%,10.64%,11.36%,12.17%,10.94%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.25%,10.41%,11.63%,9.31%,24.34%,24.34%,9.31%
,,,,,,OPM,11.06%,10.68%,10.73%,11.47%,10.94%,11.47%,10.68%
,,,,,,Price to Earning, 15.31 , 16.28 , 18.63 , 19.76 , 20.25 , 20.25 , 15.31 
