BIOCON LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 300.00 
Reserves," 1,274.88 "," 1,466.29 "," 1,846.80 "," 1,996.40 "," 2,106.80 "," 2,317.70 "," 2,484.40 "," 5,954.30 "," 6,441.10 "," 6,438.60 "
Borrowings, 163.95 , 191.80 , 168.60 , 161.00 , 131.30 , 121.40 , 81.50 , 369.50 , 133.50 , 133.00 
Other Liabilities, 340.78 , 510.17 , 491.80 , 566.90 , 679.30 , 684.60 , 674.30 , 674.30 , 851.20 , 911.90 
Total," 1,879.61 "," 2,268.26 "," 2,607.20 "," 2,824.30 "," 3,017.40 "," 3,223.70 "," 3,340.20 "," 7,098.10 "," 7,525.80 "," 7,783.50 "
,,,,,,,,,,
Net Block, 714.17 , 678.40 , 679.60 , 685.00 , 851.40 , 949.30 , 914.30 , 893.80 , 938.00 , 902.60 
Capital Work in Progress, 37.69 , 58.33 , 102.70 , 82.50 , 51.20 , 101.80 , 57.60 , 172.30 , 240.80 , 318.50 
Investments, 346.69 , 418.64 , 485.90 , 657.00 , 619.00 , 493.20 , 164.70 ," 3,852.80 "," 3,888.20 "," 4,199.00 "
Other Assets, 781.06 ," 1,112.89 "," 1,339.00 "," 1,399.80 "," 1,495.80 "," 1,679.40 "," 2,203.60 "," 2,179.20 "," 2,458.80 "," 2,363.40 "
Total," 1,879.61 "," 2,268.26 "," 2,607.20 "," 2,824.30 "," 3,017.40 "," 3,223.70 "," 3,340.20 "," 7,098.10 "," 7,525.80 "," 7,783.50 "
,,,,,,,,,,
Working Capital, 440.28 , 602.72 , 847.20 , 832.90 , 816.50 , 994.80 ," 1,529.30 "," 1,504.90 "," 1,607.60 "," 1,451.50 "
Debtors, 296.17 , 383.64 , 418.10 , 445.00 , 427.00 , 494.60 , 555.10 , 503.80 , 798.20 , 739.90 
Inventory, 194.52 , 244.80 , 274.70 , 340.40 , 358.90 , 357.60 , 406.30 , 504.60 , 539.60 , 561.70 
,,,,,,,,,,
Debtor Days, 118.48 , 120.39 , 97.76 , 104.40 , 80.42 , 81.97 , 90.39 , 79.89 , 112.58 , 111.63 
Inventory Turnover, 4.69 , 4.75 , 5.68 , 4.57 , 5.40 , 6.16 , 5.52 , 4.56 , 4.80 , 4.31 
,,,,,,,,,,
Return on Equity,8%,16%,24%,12%,12%,13%,14%,6%,8%,4%
Return on Capital Emp,,17%,27%,14%,15%,17%,16%,12%,8%,5%
,,,,,,,,,,
