KOTHARI PRODUCTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 6.63 , 6.63 , 6.63 , 6.63 , 6.63 , 6.63 , 19.90 , 29.84 , 29.84 , 29.84 
Reserves, 494.20 , 545.58 , 590.23 , 631.31 , 674.87 , 703.20 , 721.65 , 740.64 , 794.37 , 837.07 
Borrowings, -   , 7.87 , 89.40 , 114.87 , 188.95 , 113.10 , 123.05 , 49.49 , 110.28 , 329.21 
Other Liabilities, 44.59 , 137.25 ," 1,289.48 "," 2,228.33 "," 2,364.57 "," 2,361.85 "," 3,014.98 "," 2,701.02 "," 1,970.18 "," 1,432.02 "
Total, 545.42 , 697.33 ," 1,975.74 "," 2,981.14 "," 3,235.02 "," 3,184.78 "," 3,879.58 "," 3,520.99 "," 2,904.67 "," 2,628.14 "
,,,,,,,,,,
Net Block, 9.34 , 10.14 , 12.94 , 12.73 , 22.72 , 25.18 , 23.97 , 10.86 , 31.87 , 38.93 
Capital Work in Progress, -   , -   , 6.87 , 8.04 , -   , -   , -   , -   , -   , -   
Investments, 375.66 , 220.74 , 206.38 , 186.41 ," 1,398.78 "," 1,513.86 "," 1,570.25 "," 1,371.44 ", 461.67 , 569.57 
Other Assets, 160.42 , 466.45 ," 1,749.55 "," 2,773.96 "," 1,813.52 "," 1,645.74 "," 2,285.36 "," 2,138.69 "," 2,411.13 "," 2,019.64 "
Total, 545.42 , 697.33 ," 1,975.74 "," 2,981.14 "," 3,235.02 "," 3,184.78 "," 3,879.58 "," 3,520.99 "," 2,904.67 "," 2,628.14 "
,,,,,,,,,,
Working Capital, 115.83 , 329.20 , 460.07 , 545.63 , (551.05), (716.11), (729.62), (562.33), 440.95 , 587.62 
Debtors, 1.98 , 92.96 , 729.70 ," 1,085.44 "," 1,227.99 "," 1,240.19 "," 1,808.53 "," 1,756.80 "," 1,082.98 "," 1,125.70 "
Inventory, 0.41 , 1.28 , 48.09 , 105.64 , 72.88 , 79.12 , 68.13 , 76.25 , 45.48 , 43.08 
,,,,,,,,,,
Debtor Days, 9.18 , 97.30 , 197.24 , 119.93 , 113.38 , 105.21 , 142.02 , 138.05 , 90.84 , 97.17 
Inventory Turnover, 192.05 , 272.44 , 28.08 , 31.27 , 54.24 , 54.38 , 68.22 , 60.92 , 95.68 , 98.16 
,,,,,,,,,,
Return on Equity,2%,12%,10%,8%,9%,6%,7%,7%,8%,5%
Return on Capital Emp,,16%,13%,14%,15%,12%,13%,16%,16%,7%
,,,,,,,,,,
