COCHIN SHIPYARD LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,256.21 "," 1,420.24 "," 1,461.72 "," 1,406.46 "," 1,679.86 "," 1,797.85 "," 1,583.26 "," 1,990.01 "," 2,058.87 "," 2,355.12 "," 2,962.16 "," 2,962.16 "," 2,562.21 "
Expenses, 948.16 ," 1,087.51 "," 1,154.05 "," 1,207.50 "," 1,327.28 "," 1,380.73 "," 1,493.31 "," 1,597.53 "," 1,673.43 "," 1,890.03 "," 2,390.43 "," 2,387.21 "," 2,104.05 "
Operating Profit, 308.05 , 332.73 , 307.67 , 198.96 , 352.58 , 417.12 , 89.95 , 392.48 , 385.44 , 465.09 , 571.73 , 574.95 , 458.16 
Other Income, (30.27), 32.85 , 82.38 , 67.19 , 86.68 , 61.00 , 77.11 , 106.82 , 158.63 , 189.16 , 228.11 , -   , -   
Depreciation, 9.80 , 15.24 , 17.06 , 22.43 , 18.80 , 25.32 , 37.70 , 37.19 , 38.51 , 37.51 , 34.16 , 34.16 , 34.16 
Interest, 20.35 , 19.09 , 28.98 , 13.12 , 23.13 , 19.77 , 18.92 , 12.46 , 12.16 , 11.87 , 14.30 , 14.30 , 14.30 
Profit before tax, 247.63 , 331.25 , 344.23 , 230.60 , 397.34 , 433.04 , 110.44 , 449.66 , 493.40 , 604.86 , 751.38 , 526.49 , 409.70 
Tax, 87.56 , 108.21 , 116.70 , 75.27 , 130.99 , 151.26 , 41.16 , 157.90 , 171.85 , 208.11 , 270.21 ,36%,36%
Net profit, 160.07 , 223.04 , 227.53 , 155.33 , 266.35 , 281.77 , 69.28 , 291.75 , 321.55 , 396.75 , 481.18 , 337.16 , 262.37 
EPS, 14.13 , 19.69 , 20.09 , 13.71 , 23.51 , 24.87 , 6.12 , 25.75 , 28.39 , 29.19 , 36.58 , 25.63 , 19.95 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  ,  , 17.97 , 10.12 , 14.05 , 10.12 
Price, -   , -   , -   , -   , -   , -   , -   , -   , -   , 524.47 , 370.30 , 360.03 , 201.91 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,7.08%,5.08%,4.98%,12.70%,6.38%,6.03%,24.52%,29.70%,31.60%,41.12%,,,
OPM,24.52%,23.43%,21.05%,14.15%,20.99%,23.20%,5.68%,19.72%,18.72%,19.75%,19.30%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,7.23%,7.05%,6.99%,14.15%,25.78%,25.78%,6.99%
,,,,,,OPM,19.11%,17.88%,17.89%,19.41%,19.30%,19.41%,17.88%
,,,,,,Price to Earning, 14.05 , 14.05 , 14.05 , 14.05 , 10.12 , 14.05 , 10.12 
