GENESYS INTERNATIONAL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.92 , 14.92 , 14.92 , 14.92 , 14.92 , 14.92 , 15.22 , 15.22 , 15.30 , 15.47 
Reserves, 56.32 , 80.72 , 128.36 , 140.47 , 160.22 , 166.61 , 175.98 , 197.50 , 230.46 , 265.55 
Borrowings, 0.12 , -   , 1.93 , 2.53 , 14.36 , 9.28 , 11.55 , 14.36 , 13.11 , 16.23 
Other Liabilities, 29.96 , 16.74 , 17.41 , 22.20 , 22.71 , 38.40 , 41.79 , 36.92 , 38.97 , 38.16 
Total, 101.32 , 112.38 , 162.62 , 180.12 , 212.21 , 229.21 , 244.54 , 264.00 , 297.84 , 335.41 
,,,,,,,,,,
Net Block, 4.86 , 3.50 , 39.87 , 32.36 , 28.03 , 25.21 , 21.19 , 21.58 , 16.74 , 24.75 
Capital Work in Progress, 2.50 , -   , -   , -   , -   , -   , -   , -   , -   , 0.25 
Investments, 28.56 , 53.49 , 13.85 , 74.25 , 77.42 , 122.36 , 122.36 , 158.10 , 158.10 , 156.10 
Other Assets, 65.40 , 55.39 , 108.90 , 73.51 , 106.76 , 81.64 , 100.99 , 84.32 , 123.00 , 154.31 
Total, 101.32 , 112.38 , 162.62 , 180.12 , 212.21 , 229.21 , 244.54 , 264.00 , 297.84 , 335.41 
,,,,,,,,,,
Working Capital, 35.44 , 38.65 , 91.49 , 51.31 , 84.05 , 43.24 , 59.20 , 47.40 , 84.03 , 116.15 
Debtors, 12.57 , 12.61 , 35.39 , 40.42 , 32.10 , 38.94 , 56.61 , 28.17 , 41.37 , 41.76 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 55.16 , 74.16 , 136.19 , 153.70 , 103.00 , 189.21 , 342.83 , 218.95 , 196.92 , 128.21 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,44%,30%,33%,11%,12%,4%,2%,2%,9%,11%
Return on Capital Emp,,40%,39%,12%,15%,5%,4%,3%,10%,15%
,,,,,,,,,,
