L T FOODS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 686.98 , 693.21 , 821.74 , 981.43 ," 1,653.81 "," 1,793.23 "," 1,807.71 "," 1,814.45 "," 2,051.56 "," 2,141.13 "," 2,192.56 "," 2,265.42 "," 2,236.86 "
Expenses, 589.44 , 633.20 , 756.58 , 870.31 ," 1,511.99 "," 1,651.04 "," 1,681.05 "," 1,676.13 "," 1,898.64 "," 1,999.68 "," 2,031.97 "," 2,099.49 "," 2,075.74 "
Operating Profit, 97.54 , 60.01 , 65.16 , 111.12 , 141.82 , 142.19 , 126.66 , 138.32 , 152.92 , 141.45 , 160.59 , 165.93 , 161.12 
Other Income, (17.88), 28.49 , 13.70 , (8.65), 8.12 , 8.26 , 34.34 , 25.60 , 24.50 , 15.52 , 16.19 , -   , -   
Depreciation, 12.82 , 14.22 , 16.47 , 21.22 , 23.35 , 21.94 , 28.52 , 26.36 , 23.39 , 18.10 , 23.36 , 23.36 , 23.36 
Interest, 56.84 , 41.26 , 38.97 , 77.26 , 82.41 , 71.81 , 89.80 , 90.75 , 106.60 , 85.30 , 70.20 , 70.20 , 70.20 
Profit before tax, 10.00 , 33.02 , 23.42 , 3.97 , 44.19 , 56.70 , 42.68 , 46.84 , 47.43 , 53.58 , 83.22 , 72.37 , 67.56 
Tax, (0.70), 8.07 , 7.24 , (0.48), 10.37 , 18.23 , 12.03 , 16.45 , 17.52 , 11.62 , 28.73 ,35%,35%
Net profit, 10.70 , 24.95 , 16.18 , 4.44 , 33.83 , 38.48 , 30.66 , 30.38 , 29.90 , 41.96 , 54.48 , 47.38 , 44.24 
EPS, 0.48 , 0.96 , 0.62 , 0.17 , 1.29 , 1.46 , 1.16 , 1.14 , 1.12 , 1.31 , 1.70 , 1.48 , 1.38 
Price to earning, 6.46 , 6.85 , 8.47 , 23.65 , 3.93 , 7.19 , 10.38 , 20.04 , 58.37 , 71.13 , 18.46 , 42.00 , 18.46 
Price, 3.11 , 6.54 , 5.25 , 4.02 , 5.09 , 10.51 , 12.03 , 22.83 , 65.46 , 93.32 , 31.45 , 62.22 , 25.54 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,20.84%,15.71%,16.13%,0.00%,15.46%,15.38%,17.25%,13.17%,13.38%,11.44%,,,
OPM,14.20%,8.66%,7.93%,11.32%,8.58%,7.93%,7.01%,7.62%,7.45%,6.61%,7.32%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.46%,14.66%,5.30%,5.80%,4.37%,5.80%,4.37%
,,,,,,OPM,8.15%,7.80%,7.30%,7.20%,7.32%,7.32%,7.20%
,,,,,,Price to Earning, 21.36 , 26.65 , 30.93 , 42.00 , 18.46 , 42.00 , 18.46 
