AGARWAL INDUSTRIAL CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 14.31 , 38.31 , 55.77 , 78.52 , 116.71 , 175.90 , 217.21 , 276.23 , 293.99 , 411.42 , 529.13 , 575.76 , 536.97 
Expenses, 9.79 , 33.08 , 50.29 , 71.90 , 105.26 , 162.43 , 201.24 , 255.28 , 268.11 , 381.01 , 495.89 , 530.45 , 503.24 
Operating Profit, 4.52 , 5.23 , 5.48 , 6.62 , 11.45 , 13.47 , 15.97 , 20.95 , 25.88 , 30.41 , 33.24 , 45.30 , 33.73 
Other Income, 0.05 , 0.50 , 0.92 , 0.94 , (0.20), 0.63 , 0.54 , 0.64 , 1.15 , 1.01 , (0.81), -   , -   
Depreciation, 1.96 , 2.43 , 3.07 , 3.32 , 3.90 , 4.15 , 4.22 , 5.21 , 5.73 , 8.27 , 9.19 , 9.19 , 9.19 
Interest, 0.93 , 0.82 , 0.97 , 1.28 , 2.25 , 3.63 , 4.03 , 6.64 , 7.21 , 8.60 , 8.89 , 8.89 , 8.89 
Profit before tax, 1.68 , 2.48 , 2.35 , 2.97 , 5.09 , 6.32 , 8.26 , 9.74 , 14.10 , 14.56 , 14.35 , 27.22 , 15.65 
Tax, 0.42 , 0.90 , 0.67 , 0.55 , 1.73 , 1.36 , 2.47 , 3.01 , 5.21 , 4.36 , 4.06 ,28%,28%
Net profit, 1.26 , 1.58 , 1.68 , 2.41 , 3.36 , 4.97 , 5.79 , 6.73 , 8.89 , 10.20 , 10.30 , 19.52 , 11.22 
EPS, 2.29 , 2.87 , 3.05 , 4.37 , 6.09 , 9.02 , 10.50 , 8.41 , 8.75 , 9.94 , 10.04 , 19.03 , 10.94 
Price to earning, 35.33 , 54.92 , 43.90 , 22.63 , 24.10 , 16.27 , 10.18 , 16.07 , 78.63 , 34.23 , 16.29 , 36.30 , 16.29 
Price, 80.74 , 157.41 , 133.79 , 98.92 , 146.90 , 146.72 , 106.87 , 135.23 , 688.06 , 340.30 , 163.55 , 690.81 , 178.22 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,29.17%,0.00%,19.64%,15.49%,14.34%,17.83%,17.10%,15.10%,,,
OPM,31.59%,13.65%,9.83%,8.43%,9.81%,7.66%,7.35%,7.58%,8.80%,7.39%,6.28%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,45.24%,33.04%,28.66%,23.73%,39.94%,39.94%,23.73%
,,,,,,OPM,8.34%,7.95%,7.76%,7.87%,6.28%,7.87%,6.28%
,,,,,,Price to Earning, 32.05 , 27.30 , 28.61 , 36.30 , 16.29 , 36.30 , 16.29 
