EXPLEO SOLUTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.70 , 10.05 , 10.05 , 10.05 , 10.12 , 10.27 , 10.55 , 10.64 , 10.68 , 10.71 
Reserves, 35.00 , 55.79 , 56.36 , 59.59 , 69.06 , 84.36 , 74.31 , 76.41 , 93.21 , 90.69 
Borrowings, -   , -   , -   , -   , 14.31 , 11.94 , 9.63 , -   , -   , -   
Other Liabilities, 16.61 , 15.88 , 24.62 , 26.28 , 25.31 , 24.68 , 49.43 , 69.64 , 41.64 , 100.09 
Total, 60.31 , 81.72 , 91.03 , 95.92 , 118.80 , 131.25 , 143.92 , 156.69 , 145.53 , 201.49 
,,,,,,,,,,
Net Block, 3.15 , 3.29 , 8.34 , 10.79 , 31.14 , 27.38 , 24.28 , 24.78 , 26.64 , 22.35 
Capital Work in Progress, 0.20 , 0.95 , 2.77 , 0.06 , 0.06 , 0.66 , 1.40 , -   , -   , -   
Investments, 1.01 , 1.01 , 3.42 , 4.29 , 4.29 , 4.29 , 4.29 , 4.29 , 4.29 , 4.02 
Other Assets, 55.95 , 76.47 , 76.50 , 80.78 , 83.31 , 98.92 , 113.95 , 127.62 , 114.60 , 175.12 
Total, 60.31 , 81.72 , 91.03 , 95.92 , 118.80 , 131.25 , 143.92 , 156.69 , 145.53 , 201.49 
,,,,,,,,,,
Working Capital, 39.34 , 60.59 , 51.88 , 54.50 , 58.00 , 74.24 , 64.52 , 57.98 , 72.96 , 75.03 
Debtors, 23.54 , 17.85 , 20.62 , 21.58 , 38.75 , 51.79 , 54.98 , 34.76 , 74.05 , 104.51 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 96.58 , 87.46 , 122.76 , 70.39 , 89.61 , 97.22 , 93.70 , 48.03 , 103.97 , 137.99 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,32%,12%,3%,13%,21%,27%,22%,37%,22%,28%
Return on Capital Emp,,16%,4%,23%,30%,39%,30%,55%,36%,42%
,,,,,,,,,,
