ARO GRANITE INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 115.97 , 130.44 , 149.83 , 158.52 , 185.89 , 250.51 , 252.55 , 213.30 , 236.79 , 198.96 , 172.44 , 183.75 , 175.97 
Expenses, 93.72 , 108.36 , 130.17 , 137.65 , 160.62 , 216.32 , 223.84 , 193.32 , 207.44 , 186.43 , 152.38 , 162.38 , 159.20 
Operating Profit, 22.25 , 22.08 , 19.66 , 20.87 , 25.27 , 34.19 , 28.71 , 19.98 , 29.35 , 12.53 , 20.06 , 21.38 , 16.77 
Other Income, 3.14 , 0.72 , 0.46 , (0.54), (0.23), 4.67 , 5.11 , 1.15 , 1.33 , 1.25 , 5.79 , -   , -   
Depreciation, 4.28 , 4.30 , 4.40 , 4.18 , 4.70 , 5.16 , 8.59 , 9.12 , 9.10 , 8.65 , 8.25 , 8.25 , 8.25 
Interest, 6.93 , 4.67 , 3.24 , 4.27 , 5.13 , 5.34 , 6.25 , 5.22 , 5.20 , 3.85 , 5.07 , 5.07 , 5.07 
Profit before tax, 14.18 , 13.84 , 12.49 , 11.88 , 15.21 , 28.37 , 18.96 , 6.78 , 16.38 , 1.29 , 12.53 , 8.06 , 3.45 
Tax, 2.20 , 3.20 , 3.00 , 3.10 , 3.95 , 7.28 , 2.27 , 0.92 , 3.76 , 0.11 , 2.83 ,23%,23%
Net profit, 11.98 , 10.64 , 9.49 , 8.78 , 11.26 , 21.09 , 16.69 , 5.86 , 12.62 , 1.17 , 9.69 , 6.24 , 2.67 
EPS, 10.81 , 10.27 , 9.30 , 8.61 , 11.04 , 13.78 , 10.91 , 3.83 , 8.25 , 0.76 , 6.33 , 4.08 , 1.75 
Price to earning, 2.08 , 3.06 , 3.10 , 2.73 , 1.77 , 2.20 , 5.99 , 11.51 , 9.79 , 78.07 , 8.05 , 26.86 , 8.05 
Price, 22.44 , 31.47 , 28.87 , 23.51 , 19.49 , 30.29 , 65.31 , 44.09 , 80.74 , 59.70 , 51.00 , 109.47 , 14.06 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,9.27%,9.77%,10.75%,11.62%,9.06%,7.25%,9.17%,26.11%,12.12%,0.00%,,,
OPM,19.19%,16.93%,13.12%,13.17%,13.59%,13.65%,11.37%,9.37%,12.39%,6.30%,11.63%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.18%,4.13%,1.37%,-7.64%,-13.33%,-7.64%,-13.33%
,,,,,,OPM,12.41%,11.42%,10.83%,9.53%,11.63%,11.63%,9.53%
,,,,,,Price to Earning, 11.67 , 15.01 , 19.27 , 26.86 , 8.05 , 26.86 , 8.05 
