BOMBAY RAYON FASHIONS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,342.40 "," 1,614.77 "," 2,254.84 "," 2,734.96 "," 3,194.79 "," 2,907.36 "," 3,532.67 "," 4,171.62 "," 3,876.96 "," 3,088.36 "," 1,402.10 "," 2,953.04 "," 2,803.16 "
Expenses," 1,019.61 "," 1,226.08 "," 1,713.97 "," 2,002.86 "," 2,353.92 "," 2,468.51 "," 2,969.87 "," 3,413.88 "," 3,277.89 "," 2,890.01 "," 2,735.90 "," 2,540.68 "," 2,803.16 "
Operating Profit, 322.79 , 388.69 , 540.87 , 732.10 , 840.87 , 438.85 , 562.80 , 757.74 , 599.07 , 198.35 ," (1,333.80)", 412.36 , -   
Other Income, 3.28 , 14.50 , 23.49 , 14.30 , 18.33 , (332.68), 40.08 , 54.40 , 21.67 , 20.23 , 20.74 , -   , -   
Depreciation, 44.77 , 68.07 , 136.67 , 217.23 , 271.22 , 275.76 , 166.33 , 165.78 , 161.51 , 154.80 , 158.46 , 158.46 , 158.46 
Interest, 65.96 , 93.55 , 145.21 , 221.53 , 278.06 , 450.19 , 557.60 , 596.65 , 671.75 , 422.12 , 437.34 , 437.34 , 437.34 
Profit before tax, 215.34 , 241.57 , 282.48 , 307.64 , 309.92 , (619.78), (121.05), 49.71 , (212.52), (358.34)," (1,908.86)", (183.44), (595.80)
Tax, 66.84 , 65.65 , 55.79 , 101.13 , 121.16 , (209.91), (42.31), 26.29 , (61.29), (76.27), (559.09),0%,0%
Net profit, 148.50 , 175.92 , 226.69 , 206.51 , 188.76 , (409.87), (78.74), 23.42 , (151.23), (282.07)," (1,349.77)", (183.44), (595.80)
EPS, 20.32 , 15.18 , 17.19 , 14.90 , 13.62 , (29.57), (5.68), 1.74 , (8.13), (8.88), (42.52), (5.78), (18.77)
Price to earning, 7.83 , 14.17 , 16.40 , 16.98 , 17.91 , (6.50), (23.87), 78.61 , (15.42), (3.86), -   , 78.61 , -   
Price, 159.05 , 215.13 , 281.90 , 252.98 , 243.91 , 192.36 , 135.60 , 136.78 , 125.41 , 34.30 , 9.05 , (454.21), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,6.98%,9.54%,8.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,24.05%,24.07%,23.99%,26.77%,26.32%,15.09%,15.93%,18.16%,15.45%,6.42%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.70%,4.60%,-0.68%,-4.38%,-20.34%,-4.38%,-20.34%
,,,,,,OPM,18.74%,17.57%,14.55%,13.96%,0.00%,13.96%,0.00%
,,,,,,Price to Earning, 25.32 , 37.83 , 78.61 , 78.61 , -   , 78.61 , -   
