GOLDIAM INTERNATIONAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 55.94 , 59.35 , 81.68 , 91.01 , 96.42 , 123.34 , 117.50 , 129.79 , 132.80 , 117.21 , 169.83 , 169.83 , 117.07 
Expenses, 74.02 , 61.44 , 76.80 , 84.74 , 87.66 , 113.82 , 108.64 , 120.93 , 124.40 , 107.55 , 149.62 , 149.62 , 109.47 
Operating Profit, (18.08), (2.09), 4.88 , 6.27 , 8.76 , 9.52 , 8.86 , 8.86 , 8.40 , 9.66 , 20.21 , 20.21 , 7.60 
Other Income, 5.89 , 8.22 , 5.01 , 6.69 , 6.32 , 6.38 , 8.62 , 12.64 , 7.33 , 6.38 , 10.81 , -   , -   
Depreciation, 1.63 , 1.22 , 1.37 , 1.35 , 1.38 , 1.71 , 2.35 , 1.95 , 1.85 , 1.76 , 1.97 , 1.97 , 1.97 
Interest, 0.14 , 0.21 , 0.48 , 0.79 , 0.92 , 1.00 , 0.83 , 0.60 , 0.54 , 0.32 , 1.10 , 1.10 , 1.10 
Profit before tax, (13.95), 4.71 , 8.04 , 10.82 , 12.78 , 13.18 , 14.30 , 18.96 , 13.33 , 13.95 , 27.95 , 17.14 , 4.53 
Tax, (0.33), (0.40), 1.70 , 2.30 , 4.29 , 3.18 , 3.15 , 3.63 , 4.53 , 4.96 , 8.35 ,30%,30%
Net profit, (13.62), 5.11 , 6.34 , 8.52 , 8.49 , 10.00 , 11.15 , 15.32 , 8.79 , 8.98 , 19.58 , 12.02 , 3.17 
EPS, (5.33), 2.05 , 2.54 , 3.42 , 3.40 , 4.01 , 4.47 , 6.14 , 3.52 , 3.60 , 8.53 , 5.23 , 1.38 
Price to earning, (3.25), 23.14 , 15.69 , 7.21 , 6.31 , 5.26 , 5.29 , 7.71 , 26.38 , 20.07 , 14.00 , 17.04 , 11.53 
Price, 17.34 , 47.40 , 39.87 , 24.61 , 21.47 , 21.08 , 23.63 , 47.32 , 92.94 , 72.25 , 119.40 , 89.18 , 15.93 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,48.92%,39.43%,43.90%,44.05%,29.90%,33.54%,40.73%,56.77%,41.65%,,,
OPM,0.00%,0.00%,5.97%,6.89%,9.09%,7.72%,7.54%,6.83%,6.33%,8.24%,11.90%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.57%,5.29%,3.98%,-0.08%,44.89%,44.89%,-0.08%
,,,,,,OPM,6.49%,7.47%,7.30%,7.09%,11.90%,11.90%,6.49%
,,,,,,Price to Earning, 13.10 , 11.53 , 13.12 , 17.04 , 14.00 , 17.04 , 11.53 
