LOVABLE LINGERIE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 1.50 , 7.50 , 16.80 , 16.80 , 16.80 , 16.80 , 16.80 , 16.80 , 16.80 , 14.80 
Reserves, 13.18 , 16.86 , 124.43 , 142.17 , 157.15 , 173.40 , 168.30 , 188.45 , 205.40 , 150.52 
Borrowings, 6.39 , 0.33 , -   , 3.46 , 9.96 , 11.50 , 7.70 , 4.43 , 14.63 , -   
Other Liabilities, 26.49 , 21.99 , 17.94 , 23.53 , 28.01 , 29.68 , 31.74 , 24.33 , 26.23 , 25.31 
Total, 47.56 , 46.68 , 159.17 , 185.96 , 211.92 , 231.38 , 224.54 , 234.01 , 263.06 , 190.63 
,,,,,,,,,,
Net Block, 13.19 , 12.79 , 12.94 , 23.44 , 40.81 , 39.64 , 38.91 , 43.77 , 45.74 , 25.82 
Capital Work in Progress, -   , -   , -   , 3.79 , -   , -   , 0.77 , 3.91 , 3.40 , 0.30 
Investments, 1.00 , 1.98 , 93.06 , 96.12 , 79.82 , 104.62 , 74.58 , 70.75 , 92.65 , 44.20 
Other Assets, 33.37 , 31.91 , 53.17 , 62.61 , 91.29 , 87.12 , 110.28 , 115.58 , 121.27 , 120.31 
Total, 47.56 , 46.68 , 159.17 , 185.96 , 211.92 , 231.38 , 224.54 , 234.01 , 263.06 , 190.63 
,,,,,,,,,,
Working Capital, 6.88 , 9.92 , 35.23 , 39.08 , 63.28 , 57.44 , 78.54 , 91.25 , 95.04 , 95.00 
Debtors, 8.71 , 13.64 , 11.16 , 15.47 , 17.36 , 26.52 , 34.66 , 42.31 , 39.28 , 46.99 
Inventory, 13.53 , 13.07 , 22.36 , 33.61 , 43.09 , 51.68 , 66.45 , 63.92 , 73.90 , 45.89 
,,,,,,,,,,
Debtor Days, 53.42 , 64.84 , 40.14 , 42.48 , 41.97 , 60.74 , 73.38 , 78.52 , 72.66 , 97.50 
Inventory Turnover, 4.40 , 5.87 , 4.54 , 3.96 , 3.50 , 3.08 , 2.59 , 3.08 , 2.67 , 3.83 
,,,,,,,,,,
Return on Equity,20%,44%,10%,14%,11%,11%,11%,11%,6%,-1%
Return on Capital Emp,,66%,23%,19%,15%,16%,14%,17%,8%,-2%
,,,,,,,,,,
