GUJARAT INDUSTRIES POWER CO LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,154.99 ", 939.12 ," 1,085.44 "," 1,300.24 "," 1,416.04 "," 1,376.68 "," 1,214.66 "," 1,352.23 "," 1,310.56 "," 1,363.95 "," 1,407.35 "," 1,419.52 "," 1,353.44 "
Expenses, 944.49 , 719.00 , 775.72 , 868.17 , 873.54 , 906.35 , 792.94 , 945.57 , 878.48 , 871.05 , 859.18 , 866.61 , 927.46 
Operating Profit, 210.50 , 220.12 , 309.72 , 432.07 , 542.50 , 470.33 , 421.72 , 406.66 , 432.08 , 492.90 , 548.17 , 552.91 , 425.98 
Other Income, 16.19 , 13.53 , 8.04 , (2.88), 74.42 , 30.82 , 24.71 , 36.21 , 69.30 , 51.24 , (101.17), -   , -   
Depreciation, 87.88 , 88.04 , 125.08 , 168.69 , 158.23 , 155.51 , 120.03 , 117.61 , 127.22 , 159.70 , 168.41 , 168.41 , 168.41 
Interest, 30.38 , 17.24 , 71.60 , 118.93 , 105.15 , 88.27 , 78.00 , 75.57 , 73.19 , 66.96 , 50.32 , 50.32 , 50.32 
Profit before tax, 108.43 , 128.37 , 121.08 , 141.57 , 353.54 , 257.36 , 248.39 , 249.69 , 300.97 , 317.48 , 228.27 , 334.18 , 207.25 
Tax, 23.11 , 21.59 , (41.87), 23.21 , 134.66 , 71.49 , 122.09 , 61.45 , 71.73 , 72.98 , 51.88 ,23%,23%
Net profit, 85.32 , 106.78 , 162.95 , 118.36 , 218.88 , 185.88 , 126.31 , 188.25 , 229.24 , 244.50 , 176.40 , 258.23 , 160.15 
EPS, 5.64 , 7.06 , 10.77 , 7.83 , 14.47 , 12.29 , 8.35 , 12.45 , 15.16 , 16.17 , 11.66 , 17.07 , 10.59 
Price to earning, 10.35 , 16.72 , 8.38 , 8.73 , 5.10 , 5.56 , 10.32 , 6.56 , 7.19 , 6.44 , 6.81 , 6.81 , 6.75 
Price, 58.41 , 118.07 , 90.32 , 68.29 , 73.87 , 68.32 , 86.14 , 81.59 , 109.02 , 104.07 , 79.40 , 116.23 , 71.45 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,38.99%,35.41%,23.20%,31.94%,17.27%,20.34%,29.93%,21.69%,17.82%,16.70%,,,
OPM,18.23%,23.44%,28.53%,33.23%,38.31%,34.16%,34.72%,30.07%,32.97%,36.14%,38.95%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,1.86%,3.32%,-0.75%,3.94%,4.07%,4.07%,-0.75%
,,,,,,OPM,31.47%,34.26%,33.60%,33.07%,38.95%,38.95%,31.47%
,,,,,,Price to Earning, 8.38 , 7.09 , 7.14 , 6.75 , 6.81 , 6.81 , 6.75 
