JK PAPER LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,074.32 "," 1,103.47 "," 1,232.79 "," 1,330.06 "," 1,459.11 "," 1,737.87 "," 2,158.83 "," 2,437.25 "," 2,628.61 "," 2,844.27 "," 3,256.30 "," 3,256.30 "," 3,157.75 "
Expenses, 899.86 , 862.71 , 974.10 ," 1,177.25 "," 1,310.83 "," 1,550.53 "," 1,904.49 "," 2,045.98 "," 2,116.18 "," 2,230.94 "," 2,386.02 "," 2,386.02 "," 2,668.86 "
Operating Profit, 174.46 , 240.76 , 258.69 , 152.81 , 148.28 , 187.34 , 254.34 , 391.27 , 512.43 , 613.33 , 870.28 , 870.28 , 488.89 
Other Income, 16.49 , 13.01 , 12.75 , 23.50 , 11.87 , 0.86 , 12.15 , 10.39 , 26.45 , 25.77 , 55.77 , -   , -   
Depreciation, 69.69 , 70.04 , 71.62 , 72.94 , 72.91 , 122.10 , 113.59 , 117.22 , 119.53 , 120.89 , 125.30 , 125.30 , 125.30 
Interest, 67.18 , 56.80 , 51.37 , 51.25 , 49.90 , 121.86 , 203.93 , 195.23 , 187.64 , 143.02 , 122.40 , 122.40 , 122.40 
Profit before tax, 54.08 , 126.93 , 148.45 , 52.12 , 37.34 , (122.94), (51.03), 89.21 , 231.71 , 375.19 , 678.35 , 622.58 , 241.19 
Tax, 16.07 , 35.90 , 42.03 , 2.80 , (0.36), (45.75), (38.29), 28.34 , 68.88 , 115.05 , 241.15 ,36%,36%
Net profit, 38.01 , 91.03 , 106.42 , 49.32 , 37.70 , (77.19), (12.74), 60.87 , 162.83 , 260.14 , 437.20 , 401.26 , 155.45 
EPS, 4.86 , 11.65 , 13.62 , 3.61 , 2.76 , (5.65), (0.93), 4.10 , 10.44 , 14.82 , 24.53 , 22.51 , 8.72 
Price to earning, 3.49 , 4.43 , 3.92 , 10.06 , 10.35 , (5.78), (36.59), 11.51 , 9.85 , 9.72 , 5.76 , 9.21 , 5.76 
Price, 16.97 , 51.56 , 53.32 , 36.33 , 28.55 , 32.65 , 34.12 , 47.15 , 102.85 , 144.01 , 141.40 , 207.32 , 50.28 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,35.99%,17.17%,16.52%,41.55%,181.19%,0.00%,0.00%,12.21%,14.36%,16.87%,,,
OPM,16.24%,21.82%,20.98%,11.49%,10.16%,10.78%,11.78%,16.05%,19.49%,21.56%,26.73%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.42%,12.69%,14.28%,9.63%,14.49%,14.49%,9.63%
,,,,,,OPM,16.29%,15.48%,16.59%,19.18%,26.73%,26.73%,15.48%
,,,,,,Price to Earning, 7.68 , 9.54 , 9.21 , 9.21 , 5.76 , 9.21 , 5.76 
