CENTURY ENKA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.05 , 20.85 , 21.85 , 21.85 , 21.85 , 21.85 , 21.85 , 21.85 , 21.85 , 21.85 
Reserves, 450.32 , 549.31 , 629.87 , 625.74 , 631.98 , 679.28 , 694.29 , 756.17 , 832.51 , 879.05 
Borrowings, 284.45 , 207.61 , 406.37 , 352.43 , 276.73 , 194.81 , 152.13 , 69.70 , 52.53 , 46.95 
Other Liabilities, 199.48 , 212.63 , 212.67 , 225.46 , 184.45 , 179.25 , 186.92 , 173.98 , 218.26 , 221.30 
Total, 954.30 , 990.40 ," 1,270.76 "," 1,225.48 "," 1,115.01 "," 1,075.19 "," 1,055.19 "," 1,021.70 "," 1,125.15 "," 1,169.15 "
,,,,,,,,,,
Net Block, 665.36 , 610.04 , 622.12 , 701.37 , 669.91 , 595.76 , 611.51 , 601.51 , 568.81 , 574.69 
Capital Work in Progress, 0.08 , 0.06 , 124.23 , 20.66 , 3.02 , 22.23 , 12.27 , 1.89 , 6.07 , 3.89 
Investments, 3.19 , 3.19 , 3.19 , 3.19 , 3.19 , 8.52 , 8.52 , 79.77 , 98.03 , 86.61 
Other Assets, 285.67 , 377.11 , 521.22 , 500.26 , 438.89 , 448.68 , 422.89 , 338.53 , 452.24 , 503.96 
Total, 954.30 , 990.40 ," 1,270.76 "," 1,225.48 "," 1,115.01 "," 1,075.19 "," 1,055.19 "," 1,021.70 "," 1,125.15 "," 1,169.15 "
,,,,,,,,,,
Working Capital, 86.19 , 164.48 , 308.55 , 274.80 , 254.44 , 269.43 , 235.97 , 164.55 , 233.98 , 282.66 
Debtors, 73.79 , 94.03 , 131.17 , 163.37 , 169.90 , 190.63 , 164.17 , 155.77 , 188.79 , 207.10 
Inventory, 119.62 , 196.34 , 302.39 , 244.62 , 207.30 , 212.05 , 202.52 , 146.64 , 230.81 , 218.76 
,,,,,,,,,,
Debtor Days, 23.17 , 27.88 , 35.49 , 36.15 , 39.95 , 47.44 , 49.18 , 49.51 , 58.14 , 53.37 
Inventory Turnover, 9.72 , 6.27 , 4.46 , 6.74 , 7.49 , 6.92 , 6.02 , 7.83 , 5.14 , 6.48 
,,,,,,,,,,
Return on Equity,4%,18%,12%,1%,3%,9%,5%,8%,11%,8%
Return on Capital Emp,,21%,13%,3%,6%,13%,9%,11%,17%,12%
,,,,,,,,,,
