FIRSTSOURCE SOLUTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 428.19 , 429.21 , 430.64 , 430.78 , 657.67 , 659.74 , 666.29 , 673.32 , 681.31 , 686.52 
Reserves, 515.33 , 560.16 , 491.74 , 449.32 , 574.82 , 720.46 , 962.02 ," 1,099.81 "," 1,318.09 "," 1,448.03 "
Borrowings," 1,342.74 "," 1,205.67 "," 1,335.20 "," 1,195.92 ", 119.60 , 193.99 , 234.63 , 192.69 , 185.78 , 16.25 
Other Liabilities, 135.94 , 75.03 , 194.02 , 216.62 , 268.30 , 194.96 , 100.00 , 90.55 , 117.51 , 98.29 
Total," 2,422.20 "," 2,270.07 "," 2,451.60 "," 2,292.64 "," 1,620.39 "," 1,769.15 "," 1,962.94 "," 2,056.37 "," 2,302.69 "," 2,249.09 "
,,,,,,,,,,
Net Block, 136.82 , 111.01 , 157.43 , 136.52 , 96.41 , 85.60 , 58.48 , 38.96 , 55.47 , 55.92 
Capital Work in Progress, 6.92 , 6.26 , 0.02 , 1.88 , 1.76 , 0.05 , 0.05 , 1.44 , 1.62 , 0.24 
Investments," 1,864.70 "," 1,110.69 "," 1,105.06 "," 1,191.54 "," 1,168.61 "," 1,173.13 "," 1,246.28 "," 1,267.85 "," 1,344.99 "," 1,218.51 "
Other Assets, 413.76 ," 1,042.11 "," 1,189.09 ", 962.70 , 353.61 , 510.37 , 658.13 , 748.12 , 900.61 , 974.42 
Total," 2,422.20 "," 2,270.07 "," 2,451.60 "," 2,292.64 "," 1,620.39 "," 1,769.15 "," 1,962.94 "," 2,056.37 "," 2,302.69 "," 2,249.09 "
,,,,,,,,,,
Working Capital, 277.82 , 967.08 , 995.07 , 746.08 , 85.31 , 315.41 , 558.13 , 657.57 , 783.10 , 876.13 
Debtors, 143.67 , 99.43 , 152.99 , 155.20 , 82.72 , 185.24 , 233.55 , 319.56 , 371.93 , 564.74 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 94.74 , 54.84 , 79.44 , 75.10 , 34.28 , 73.71 , 93.25 , 133.32 , 144.41 , 239.33 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,2%,7%,7%,5%,10%,10%,10%,9%,9%,9%
Return on Capital Emp,,4%,4%,5%,10%,10%,11%,10%,11%,10%
,,,,,,,,,,
