IRB INFRASTRUCTURE DEVELOPERS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 332.36 , 332.36 , 332.36 , 332.36 , 332.36 , 332.36 , 351.45 , 351.45 , 351.45 , 351.45 
Reserves," 1,032.21 "," 1,038.19 "," 1,078.50 "," 1,184.61 "," 1,239.00 "," 1,394.26 "," 1,798.32 "," 2,020.91 "," 2,153.91 "," 2,157.92 "
Borrowings, 137.18 , 653.79 ," 1,240.91 "," 1,800.99 "," 1,685.25 "," 2,194.52 "," 2,529.66 "," 2,920.64 "," 3,646.15 "," 5,414.92 "
Other Liabilities, 21.81 , 556.99 , 632.29 ," 1,168.34 "," 1,467.89 "," 1,994.85 "," 2,467.06 "," 2,561.96 "," 2,860.96 "," 2,457.63 "
Total," 1,523.56 "," 2,581.33 "," 3,284.06 "," 4,486.30 "," 4,724.50 "," 5,915.99 "," 7,146.49 "," 7,854.96 "," 9,012.47 "," 10,381.92 "
,,,,,,,,,,
Net Block, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 855.02 , 922.09 , 982.26 ," 1,383.00 "," 1,640.92 "," 1,867.35 "," 2,316.73 "," 2,501.90 "," 5,400.52 "," 5,803.98 "
Other Assets, 668.54 ," 1,659.24 "," 2,301.80 "," 3,103.30 "," 3,083.58 "," 4,048.64 "," 4,829.76 "," 5,353.06 "," 3,611.95 "," 4,577.94 "
Total," 1,523.56 "," 2,581.33 "," 3,284.06 "," 4,486.30 "," 4,724.50 "," 5,915.99 "," 7,146.49 "," 7,854.96 "," 9,012.47 "," 10,381.92 "
,,,,,,,,,,
Working Capital, 646.73 ," 1,102.25 "," 1,669.51 "," 1,934.96 "," 1,615.69 "," 2,053.79 "," 2,362.70 "," 2,791.10 ", 750.99 ," 2,120.31 "
Debtors, -   , 0.09 , 116.95 , 49.16 , 127.39 , 131.22 , 92.40 , 100.56 , 9.37 , 708.40 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , 328.50 , 159.52 , 14.36 , 22.88 , 21.65 , 17.24 , 13.26 , 1.00 , 89.19 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,4%,4%,6%,11%,12%,17%,6%,12%,8%,18%
Return on Capital Emp,,4%,6%,10%,13%,15%,10%,13%,10%,11%
,,,,,,,,,,
