KEYNOTE FINANCIAL SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 10.32 , 9.66 , 16.15 , 10.22 , 10.49 , 9.28 , 5.65 , 9.55 , 7.53 , 10.42 , 5.88 , 14.42 , 10.06 
Expenses, 4.86 , 4.49 , 6.83 , 5.56 , 5.77 , 6.15 , 4.47 , 4.69 , 4.85 , 5.47 , 6.07 , 7.87 , 10.06 
Operating Profit, 5.46 , 5.17 , 9.32 , 4.66 , 4.72 , 3.13 , 1.18 , 4.86 , 2.68 , 4.95 , (0.19), 6.55 , -   
Other Income, 0.93 , 0.45 , 0.11 , 0.12 , 0.15 , 0.13 , 0.05 , 0.43 , 0.11 , (0.12), 3.01 , -   , -   
Depreciation, 0.11 , 0.12 , 0.12 , 0.11 , 0.28 , 0.34 , 0.37 , 0.44 , 0.41 , 0.39 , 0.40 , 0.40 , 0.40 
Interest, 0.09 , 0.02 , 0.01 , 0.07 , 0.07 , 0.05 , 0.05 , 0.03 , 0.01 , -   , -   , -   , -   
Profit before tax, 6.19 , 5.48 , 9.30 , 4.61 , 4.53 , 2.85 , 0.79 , 4.82 , 2.37 , 4.43 , 2.42 , 6.15 , (0.40)
Tax, 2.07 , 2.08 , 3.16 , 1.47 , 1.10 , 0.79 , 0.27 , 1.34 , 0.47 , 1.21 , 0.31 ,13%,13%
Net profit, 4.12 , 3.40 , 6.14 , 3.13 , 3.43 , 2.06 , 0.52 , 3.48 , 1.89 , 3.23 , 2.14 , 5.36 , (0.35)
EPS, 3.65 , 3.02 , 5.45 , 2.78 , 3.04 , 1.83 , 0.46 , 3.09 , 1.68 , 2.86 , 3.05 , 7.64 , (0.50)
Price to earning, 11.55 , 21.77 , 9.52 , 12.38 , 9.29 , 16.43 , 60.96 , 10.83 , 25.03 , 19.89 , 12.94 , 17.17 , 12.94 
Price, 42.20 , 65.64 , 51.87 , 34.36 , 28.26 , 30.02 , 28.12 , 33.44 , 41.96 , 57.00 , 39.45 , 131.18 , (6.43)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.99%,30.88%,17.10%,33.55%,30.61%,33.98%,134.62%,20.11%,37.04%,54.18%,,,
OPM,52.91%,53.52%,57.71%,45.60%,45.00%,33.73%,20.88%,50.89%,35.59%,47.50%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.11%,-6.07%,-0.13%,22.63%,38.38%,38.38%,-6.07%
,,,,,,OPM,46.47%,41.46%,39.59%,45.42%,0.00%,45.42%,0.00%
,,,,,,Price to Earning, 19.14 , 20.97 , 24.35 , 17.17 , 12.94 , 17.17 , 12.94 
