DEEP INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 33.50 , 55.34 , 46.27 , 60.44 , 65.09 , 90.77 , 101.25 , 169.07 , 277.38 , 300.49 , 268.15 , 431.83 , 322.83 
Expenses, 14.96 , 24.44 , 20.52 , 31.71 , 29.12 , 38.45 , 46.26 , 71.50 , 121.60 , 138.46 , 122.82 , 191.68 , 147.87 
Operating Profit, 18.54 , 30.90 , 25.75 , 28.73 , 35.97 , 52.32 , 54.99 , 97.57 , 155.78 , 162.03 , 145.33 , 240.14 , 174.97 
Other Income, 0.93 , 0.76 , 1.87 , 0.91 , 1.81 , 1.21 , 1.32 , (0.54), 9.29 , 5.61 , 3.53 , -   , -   
Depreciation, 3.71 , 5.83 , 6.23 , 7.06 , 10.07 , 12.04 , 12.15 , 20.42 , 33.52 , 38.78 , 36.33 , 36.33 , 36.33 
Interest, 3.50 , 4.65 , 3.86 , 4.52 , 6.44 , 8.70 , 10.77 , 15.03 , 22.28 , 11.57 , 12.60 , 12.60 , 12.60 
Profit before tax, 12.26 , 21.18 , 17.53 , 18.06 , 21.26 , 32.79 , 33.40 , 61.58 , 109.26 , 117.29 , 99.93 , 191.21 , 126.04 
Tax, 4.64 , 6.81 , 5.67 , 6.03 , 9.12 , 12.74 , 12.13 , 20.68 , 34.07 , 41.27 , 35.20 ,35%,35%
Net profit, 7.62 , 14.37 , 11.86 , 12.03 , 12.14 , 20.04 , 21.27 , 40.90 , 75.19 , 76.02 , 64.72 , 123.86 , 81.64 
EPS, 3.81 , 6.76 , 5.05 , 4.84 , 4.62 , 7.63 , 7.28 , 22.80 , 23.50 , 23.76 , 20.23 , 38.71 , 25.51 
Price to earning, 13.61 , 16.62 , 12.94 , 11.54 , 8.06 , 6.16 , 8.81 , 6.62 , 13.65 , 6.93 , 7.14 , 8.58 , 7.14 
Price, 51.86 , 112.40 , 65.33 , 55.80 , 37.26 , 47.05 , 64.15 , 150.83 , 320.72 , 164.59 , 144.50 , 332.28 , 182.28 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,7.38%,9.95%,10.31%,12.93%,13.12%,13.73%,10.71%,7.66%,6.31%,,,
OPM,55.34%,55.84%,55.65%,47.53%,55.26%,57.64%,54.31%,57.71%,56.16%,53.92%,54.20%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,27.60%,30.64%,35.79%,43.71%,8.33%,43.71%,8.33%
,,,,,,OPM,55.23%,55.18%,55.67%,55.61%,54.20%,55.61%,54.20%
,,,,,,Price to Earning, 10.19 , 8.61 , 8.22 , 8.58 , 7.14 , 8.58 , 7.14 
