INDIAN CARD CLOTHING COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.55 , 4.55 , 4.55 , 4.55 , 4.55 , 4.55 , 4.55 , 4.55 , 4.55 , 4.55 
Reserves, 74.63 , 77.58 , 78.24 , 82.42 , 85.19 , 85.99 , 80.79 , 86.44 , 97.81 , 78.63 
Borrowings, 3.07 , 9.80 , 8.30 , 10.54 , 14.93 , 13.55 , 12.70 , 7.58 , 10.34 , 12.01 
Other Liabilities, 20.49 , 22.08 , 28.12 , 25.32 , 29.70 , 26.99 , 23.18 , 29.98 , 29.04 , 48.13 
Total, 102.74 , 114.01 , 119.21 , 122.83 , 134.37 , 131.08 , 121.22 , 128.55 , 141.74 , 143.32 
,,,,,,,,,,
Net Block, 19.36 , 42.81 , 54.82 , 55.48 , 55.95 , 64.03 , 57.02 , 44.62 , 39.88 , 35.43 
Capital Work in Progress, 38.01 , 19.18 , 8.91 , 3.22 , 17.11 , 3.45 , 2.69 , 2.66 , 1.01 , 0.56 
Investments, 22.07 , 25.06 , 25.80 , 30.85 , 28.05 , 28.83 , 26.78 , 52.02 , 64.71 , 66.22 
Other Assets, 23.30 , 26.96 , 29.68 , 33.28 , 33.26 , 34.77 , 34.73 , 29.25 , 36.14 , 41.11 
Total, 102.74 , 114.01 , 119.21 , 122.83 , 134.37 , 131.08 , 121.22 , 128.55 , 141.74 , 143.32 
,,,,,,,,,,
Working Capital, 2.81 , 4.88 , 1.56 , 7.96 , 3.56 , 7.78 , 11.55 , (0.73), 7.10 , (7.02)
Debtors, 8.23 , 8.62 , 8.17 , 9.64 , 9.61 , 12.65 , 9.05 , 9.20 , 9.82 , 10.64 
Inventory, 8.10 , 10.24 , 11.28 , 13.15 , 16.60 , 13.32 , 13.15 , 10.45 , 13.84 , 15.06 
,,,,,,,,,,
Debtor Days, 78.70 , 67.53 , 54.76 , 51.98 , 56.23 , 66.68 , 48.69 , 51.01 , 69.57 , 65.61 
Inventory Turnover, 4.71 , 4.55 , 4.83 , 5.15 , 3.76 , 5.20 , 5.16 , 6.30 , 3.72 , 3.93 
,,,,,,,,,,
Return on Equity,2%,6%,3%,13%,5%,3%,-4%,15%,14%,-21%
Return on Capital Emp,,8%,4%,18%,8%,4%,-4%,18%,18%,-20%
,,,,,,,,,,
