ASHIMA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 33.37 , 33.37 , 33.37 , 33.37 , 33.37 , 33.37 , 33.37 , 33.37 , 128.45 , 128.45 
Reserves, (221.70), (266.29), (272.09), (284.04), (297.99), (310.91), (322.53), (114.79), (74.60), 31.83 
Borrowings, 473.45 , 470.73 , 470.70 , 470.58 , 468.11 , 468.09 , 539.73 , 155.79 , 78.28 , 28.93 
Other Liabilities, 53.39 , 49.90 , 50.02 , 46.02 , 62.78 , 64.78 , 69.58 , 149.03 , 66.26 , 66.41 
Total, 338.51 , 287.71 , 282.00 , 265.93 , 266.27 , 255.33 , 320.15 , 223.40 , 198.39 , 255.62 
,,,,,,,,,,
Net Block, 228.00 , 213.45 , 198.67 , 185.86 , 173.69 , 161.64 , 145.07 , 137.59 , 121.12 , 105.04 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , 0.16 , -   
Investments, 33.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 77.51 , 74.26 , 83.33 , 80.07 , 92.58 , 93.69 , 175.08 , 85.81 , 77.11 , 150.58 
Total, 338.51 , 287.71 , 282.00 , 265.93 , 266.27 , 255.33 , 320.15 , 223.40 , 198.39 , 255.62 
,,,,,,,,,,
Working Capital, 24.12 , 24.36 , 33.31 , 34.05 , 29.80 , 28.91 , 105.50 , (63.22), 10.85 , 84.17 
Debtors, 18.24 , 20.50 , 17.80 , 23.40 , 21.95 , 23.49 , 32.11 , 8.03 , 8.26 , 15.36 
Inventory, 39.18 , 35.41 , 51.44 , 42.54 , 57.52 , 56.59 , 47.65 , 46.70 , 44.47 , 57.18 
,,,,,,,,,,
Debtor Days, 31.98 , 33.29 , 25.05 , 34.86 , 29.88 , 32.00 , 43.24 , 13.74 , 15.63 , 24.38 
Inventory Turnover, 5.31 , 6.35 , 5.04 , 5.76 , 4.66 , 4.73 , 5.69 , 4.57 , 4.34 , 4.02 
,,,,,,,,,,
Return on Equity,,,,,,,,,51%,79%
Return on Capital Emp,,-16%,-2%,-5%,-6%,-6%,-5%,-7%,36%,83%
,,,,,,,,,,
