CADILA HEALTHCARE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,698.50 "," 1,832.90 "," 2,920.30 "," 3,150.80 "," 3,527.40 "," 4,042.10 "," 5,284.40 "," 7,032.00 "," 3,230.70 "," 5,809.90 "," 6,280.00 "," 10,448.18 "," 6,011.53 "
Expenses," 1,534.20 "," 1,799.10 "," 2,211.30 "," 2,483.00 "," 2,820.00 "," 3,233.20 "," 3,750.30 "," 4,454.30 "," 2,908.90 "," 4,163.60 "," 4,542.30 "," 7,493.13 "," 4,580.60 "
Operating Profit, 164.30 , 33.80 , 709.00 , 667.80 , 707.40 , 808.90 ," 1,534.10 "," 2,577.70 ", 321.80 ," 1,646.30 "," 1,737.70 "," 2,955.05 "," 1,430.93 "
Other Income, 302.70 , 619.60 , 56.90 , 236.90 , 51.80 , 306.70 , 185.20 , 173.80 , 582.40 , 207.90 , 596.00 , -   , -   
Depreciation, 82.60 , 90.00 , 96.90 , 108.20 , 116.80 , 127.40 , 211.90 , 221.20 , 250.90 , 293.10 , 340.10 , 340.10 , 340.10 
Interest, 88.00 , 43.10 , 31.80 , 126.10 , 111.00 , 42.50 , 42.80 , 26.50 , 11.10 , 63.90 , 88.30 , 88.30 , 88.30 
Profit before tax, 296.40 , 520.30 , 637.20 , 670.40 , 531.40 , 945.70 ," 1,464.60 "," 2,503.80 ", 642.20 ," 1,497.20 "," 1,905.30 "," 2,526.65 "," 1,002.53 "
Tax, 30.50 , 17.00 , 26.80 , 12.90 , 32.80 , 42.10 , 193.50 , 466.30 , (19.70), 406.40 , 322.10 ,17%,17%
Net profit, 265.90 , 503.30 , 610.40 , 657.50 , 498.60 , 903.60 ," 1,271.10 "," 2,037.50 ", 661.90 ," 1,090.80 "," 1,583.20 "," 2,099.51 ", 833.05 
EPS, 3.54 , 6.70 , 5.96 , 6.42 , 4.87 , 8.83 , 12.42 , 19.90 , 6.47 , 10.66 , 15.46 , 20.51 , 8.14 
Price to earning, 11.09 , 16.95 , 27.94 , 22.62 , 31.05 , 22.50 , 28.57 , 16.24 , 69.54 , 37.01 , 16.49 , 34.82 , 16.49 
Price, 39.26 , 113.66 , 166.57 , 145.26 , 151.20 , 198.60 , 354.70 , 323.26 , 449.62 , 394.37 , 255.00 , 714.12 , 134.18 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.08%,13.55%,20.97%,23.36%,30.81%,20.40%,19.33%,16.08%,49.51%,32.86%,,,
OPM,9.67%,1.84%,24.28%,21.19%,20.05%,20.01%,29.03%,36.66%,9.96%,28.34%,27.67%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.64%,10.33%,10.50%,3.21%,79.83%,79.83%,3.21%
,,,,,,OPM,23.80%,25.76%,27.12%,28.28%,27.67%,28.28%,23.80%
,,,,,,Price to Earning, 27.27 , 30.50 , 31.73 , 34.82 , 16.49 , 34.82 , 16.49 
