GLOBAL VECTRA HELICORP LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 233.35 , 244.73 , 231.58 , 278.80 , 249.97 , 331.55 , 346.81 , 357.38 , 375.84 , 404.34 , 464.49 , 464.49 , 428.72 
Expenses, 215.69 , 191.54 , 208.18 , 241.63 , 219.34 , 277.24 , 277.15 , 307.13 , 302.20 , 348.98 , 418.16 , 391.30 , 385.96 
Operating Profit, 17.66 , 53.19 , 23.40 , 37.17 , 30.63 , 54.31 , 69.66 , 50.25 , 73.64 , 55.36 , 46.33 , 73.19 , 42.76 
Other Income, 4.05 , 28.67 , (10.62), 5.09 , 34.30 , 5.02 , 14.50 , 20.93 , 11.74 , 2.43 , 3.86 , -   , -   
Depreciation, 29.49 , 36.67 , 27.50 , 25.91 , 30.38 , 29.24 , 25.72 , 30.46 , 38.32 , 37.76 , 38.41 , 38.41 , 38.41 
Interest, 56.05 , 38.47 , 29.65 , 40.50 , 27.69 , 21.21 , 16.71 , 15.07 , 22.78 , 20.95 , 15.11 , 15.11 , 15.11 
Profit before tax, (63.83), 6.72 , (44.37), (24.16), 6.86 , 8.89 , 41.74 , 25.66 , 24.28 , (0.92), (3.33), 19.67 , (10.76)
Tax, (7.61), (0.77), 0.01 , -   , -   , 3.40 , 18.61 , 12.76 , 8.36 , 0.79 , 0.74 ,0%,0%
Net profit, (56.22), 7.49 , (44.38), (24.16), 6.85 , 5.49 , 23.12 , 12.91 , 15.91 , (1.72), (4.09), 19.67 , (10.76)
EPS, (40.16), 5.35 , (31.70), (17.26), 4.89 , 3.92 , 16.51 , 9.22 , 11.36 , (1.23), (2.92), 14.05 , (7.68)
Price to earning, (0.73), 9.46 , (0.88), (0.84), 2.82 , 4.32 , 2.85 , 9.40 , 9.76 , (101.86), -   , 9.58 , -   
Price, 29.21 , 50.60 , 27.86 , 14.50 , 13.80 , 16.96 , 47.11 , 86.67 , 110.93 , 125.14 , 65.70 , 134.61 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,7.57%,21.73%,10.10%,13.33%,12.25%,16.38%,20.09%,14.06%,19.59%,13.69%,9.97%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.30%,8.29%,10.10%,5.25%,14.88%,14.88%,5.25%
,,,,,,OPM,15.23%,15.82%,16.70%,15.76%,9.97%,15.76%,9.97%
,,,,,,Price to Earning, 6.44 , 5.83 , 6.58 , 9.58 , -   , 9.58 , -   
